"","proNotch","antiNotch"
"12512","GATA3","EPHA4"
"12513","TRAT1","EPHA4"
"12514","EGR2","EPHA4"
"12515","TNFRSF18","EPHA4"
"12516","LCK","EPHA4"
"12517","GZMB","EPHA4"
"12518","BCL2A1","EPHA4"
"12519","CCR7","EPHA4"
"12520","CD83","EPHA4"
"12521","CCL5","EPHA4"
"12522","TRAF1","EPHA4"
"12523","IL12B","EPHA4"
"12524","CX3CL1","EPHA4"
"12525","RELB","EPHA4"
"12526","EGR1","EPHA4"
"12527","CARD11","EPHA4"
"12528","NFKB2","EPHA4"
"12529","ICAM1","EPHA4"
"12530","IRF7","EPHA4"
"12531","JUNB","EPHA4"
"12532","IL10RA","EPHA4"
"12533","CD86","EPHA4"
"12534","BIRC2","EPHA4"
"12535","BIRC3","EPHA4"
"12536","CD80","EPHA4"
"12537","ZAP70","EPHA4"
"12538","DDR1","EPHA4"
"12539","CD7","EPHA4"
"12540","CD3G","EPHA4"
"12541","TOX","EPHA4"
"12542","GZMA","EPHA4"
"12543","DTX1","EPHA4"
"12544","LAT","EPHA4"
"12545","RAG1","EPHA4"
"12546","PTCRA","EPHA4"
"12547","CD2","EPHA4"
"12548","NFATC1","EPHA4"
"12549","NOTCH3","EPHA4"
"12550","CD74","EPHA4"
"12551","THY1","EPHA4"
"12552","CTLA4","EPHA4"
"12553","MAMLD1","EPHA4"
"12554","CREBBP","EPHA4"
"12555","E2F1","EPHA4"
"12556","E2F3","EPHA4"
"12557","EIF2C3","EPHA4"
"12558","EIF2C4","EPHA4"
"12559","EP300","EPHA4"
"12560","SNW1","EPHA4"
"12561","TNRC6B","EPHA4"
"12562","KAT2A","EPHA4"
"12563","EIF2C1","EPHA4"
"12564","EIF2C2","EPHA4"
"12565","TNRC6A","EPHA4"
"12566","RBPJ","EPHA4"
"12567","JUN","EPHA4"
"12568","MOV10","EPHA4"
"12569","LOC441488","EPHA4"
"12570","NOTCH2","EPHA4"
"12571","NOTCH4","EPHA4"
"12572","MAML3","EPHA4"
"12573","TNRC6C","EPHA4"
"12574","CCND1","EPHA4"
"12575","TFDP1","EPHA4"
"12576","LOC728030","EPHA4"
"12577","MAML2","EPHA4"
"12578","KAT2B","EPHA4"
"12579","MAML1","EPHA4"
"12580","ADAM10","EPHA4"
"12581","DTX2","EPHA4"
"12582","MIB2","EPHA4"
"12583","JAG1","EPHA4"
"12584","DTX4","EPHA4"
"12585","NCSTN","EPHA4"
"12586","DLL1","EPHA4"
"12587","JAG2","EPHA4"
"12588","ARRB1","EPHA4"
"12589","ARRB2","EPHA4"
"12590","APH1A","EPHA4"
"12591","PSENEN","EPHA4"
"12592","PSEN1","EPHA4"
"12593","PSEN2","EPHA4"
"12594","MIB1","EPHA4"
"12595","RPS27A","EPHA4"
"12596","ADAM17","EPHA4"
"12597","RPS27AP11","EPHA4"
"12598","UBA52","EPHA4"
"12599","APH1B","EPHA4"
"12600","DNER","EPHA4"
"12601","ST3GAL6","EPHA4"
"12602","TMED2","EPHA4"
"12603","POFUT1","EPHA4"
"12604","B4GALT1","EPHA4"
"12605","MFNG","EPHA4"
"12606","ATP2A1","EPHA4"
"12607","ATP2A2","EPHA4"
"12608","ATP2A3","EPHA4"
"12609","FURIN","EPHA4"
"12610","POGLUT1","EPHA4"
"12611","RAB6A","EPHA4"
"12612","SEL1L","EPHA4"
"12613","ST3GAL3","EPHA4"
"12614","HDAC6","EPHA4"
"12615","HDAC5","EPHA4"
"12616","CDK8","EPHA4"
"12617","HEYL","EPHA4"
"12618","HDAC2","EPHA4"
"12619","HIF1A","EPHA4"
"12620","HES1","EPHA4"
"12621","HES5","EPHA4"
"12622","HDAC7","EPHA4"
"12623","HDAC8","EPHA4"
"12624","SKP1","EPHA4"
"12625","TBL1X","EPHA4"
"12626","TLE1","EPHA4"
"12627","TLE2","EPHA4"
"12628","TLE3","EPHA4"
"12629","TLE4","EPHA4"
"12630","TBL1XR1","EPHA4"
"12631","HDAC11","EPHA4"
"12632","HDAC10","EPHA4"
"12633","CUL1","EPHA4"
"12634","HDAC3","EPHA4"
"12635","CCNC","EPHA4"
"12636","NCOR1","EPHA4"
"12637","NCOR2","EPHA4"
"12638","HDAC9","EPHA4"
"12639","HDAC4","EPHA4"
"12640","RBX1","EPHA4"
"12641","STAT3","EPHA4"
"12642","NOD2","EPHA4"
"12643","ITGB1BP1","EPHA4"
"12644","TSPAN15","EPHA4"
"12645","TSPAN17","EPHA4"
"12646","GSX2","EPHA4"
"12647","NOV","EPHA4"
"12648","TSPAN14","EPHA4"
"12649","PDCD10","EPHA4"
"12650","KIT","EPHA4"
"12651","TSPAN10","EPHA4"
"12652","TSPAN33","EPHA4"
"12653","WNT1","EPHA4"
"12654","SLC35C2","EPHA4"
"12655","TSPAN5","EPHA4"
"12656","C3orf17","EPHA4"
"12657","ASCL1","EPHA4"
"12658","AAK1","EPHA4"
"12659","NOTCH1","EPHA4"
"12660","EYA1","EPHA4"
"12661","ERH","EPHA4"
"12662","FGF10","EPHA4"
"12663","MESP1","EPHA4"
"12664","HDAC1","TRIO"
"12665","PHB2","TRIO"
"12666","TAGLN","TRIO"
"12667","ITGAV","TRIO"
"12668","SLC3A1","TRIO"
"12669","CANX","TRIO"
"12670","FLOT1","TRIO"
"12671","NQO1","TRIO"
"12672","PCF11","TRIO"
"12673","F2R","TRIO"
"12674","LAMB2","TRIO"
"12675","CD4","TRIO"
"12676","SLC4A3","TRIO"
"12677","S100A13","TRIO"
"12678","CNTN1","TRIO"
"12679","TCAP","TRIO"
"12680","STAT5A","TRIO"
"12681","ARL6IP5","TRIO"
"12682","ANXA6","TRIO"
"12683","ABCC8","TRIO"
"12684","SLC12A3","TRIO"
"12685","COL18A1","TRIO"
"12686","HMGCR","TRIO"
"12687","SFPQ","TRIO"
"12688","SEC62","TRIO"
"12689","BRCA1","TRIO"
"12690","PSMD10","TRIO"
"12691","PTHLH","TRIO"
"12692","RBP1","TRIO"
"12693","P2RY10","TRIO"
"12694","CD69","TRIO"
"12695","TARP","TRIO"
"12696","CD3D","TRIO"
"12697","RAG2","TRIO"
"12698","RRAS2","TRIO"
"12699","ID2","TRIO"
"12700","CD28","TRIO"
"12701","GATA3","TRIO"
"12702","TRAT1","TRIO"
"12703","EGR2","TRIO"
"12704","TNFRSF18","TRIO"
"12705","LCK","TRIO"
"12706","GZMB","TRIO"
"12707","BCL2A1","TRIO"
"12708","CCR7","TRIO"
"12709","CD83","TRIO"
"12710","CCL5","TRIO"
"12711","TRAF1","TRIO"
"12712","IL12B","TRIO"
"12713","CX3CL1","TRIO"
"12714","RELB","TRIO"
"12715","EGR1","TRIO"
"12716","CARD11","TRIO"
"12717","NFKB2","TRIO"
"12718","ICAM1","TRIO"
"12719","IRF7","TRIO"
"12720","JUNB","TRIO"
"12721","IL10RA","TRIO"
"12722","CD86","TRIO"
"12723","BIRC2","TRIO"
"12724","BIRC3","TRIO"
"12725","CD80","TRIO"
"12726","ZAP70","TRIO"
"12727","DDR1","TRIO"
"12728","CD7","TRIO"
"12729","CD3G","TRIO"
"12730","TOX","TRIO"
"12731","GZMA","TRIO"
"12732","DTX1","TRIO"
"12733","LAT","TRIO"
"12734","RAG1","TRIO"
"12735","PTCRA","TRIO"
"12736","CD2","TRIO"
"12737","NFATC1","TRIO"
"12738","NOTCH3","TRIO"
"12739","CD74","TRIO"
"12740","THY1","TRIO"
"12741","CTLA4","TRIO"
"12742","MAMLD1","TRIO"
"12743","CREBBP","TRIO"
"12744","E2F1","TRIO"
"12745","E2F3","TRIO"
"12746","EIF2C3","TRIO"
"12747","EIF2C4","TRIO"
"12748","EP300","TRIO"
"12749","SNW1","TRIO"
"12750","TNRC6B","TRIO"
"12751","KAT2A","TRIO"
"12752","EIF2C1","TRIO"
"12753","EIF2C2","TRIO"
"12754","TNRC6A","TRIO"
"12755","RBPJ","TRIO"
"12756","JUN","TRIO"
"12757","MOV10","TRIO"
"12758","LOC441488","TRIO"
"12759","NOTCH2","TRIO"
"12760","NOTCH4","TRIO"
"12761","MAML3","TRIO"
"12762","TNRC6C","TRIO"
"12763","CCND1","TRIO"
"12764","TFDP1","TRIO"
"12765","LOC728030","TRIO"
"12766","MAML2","TRIO"
"12767","KAT2B","TRIO"
"12768","MAML1","TRIO"
"12769","ADAM10","TRIO"
"12770","DTX2","TRIO"
"12771","MIB2","TRIO"
"12772","JAG1","TRIO"
"12773","DTX4","TRIO"
"12774","NCSTN","TRIO"
"12775","DLL1","TRIO"
"12776","JAG2","TRIO"
"12777","ARRB1","TRIO"
"12778","ARRB2","TRIO"
"12779","APH1A","TRIO"
"12780","PSENEN","TRIO"
"12781","PSEN1","TRIO"
"12782","PSEN2","TRIO"
"12783","MIB1","TRIO"
"12784","RPS27A","TRIO"
"12785","ADAM17","TRIO"
"12786","RPS27AP11","TRIO"
"12787","UBA52","TRIO"
"12788","APH1B","TRIO"
"12789","DNER","TRIO"
"12790","ST3GAL6","TRIO"
"12791","TMED2","TRIO"
"12792","POFUT1","TRIO"
"12793","B4GALT1","TRIO"
"12794","MFNG","TRIO"
"12795","ATP2A1","TRIO"
"12796","ATP2A2","TRIO"
"12797","ATP2A3","TRIO"
"12798","FURIN","TRIO"
"12799","POGLUT1","TRIO"
"12800","RAB6A","TRIO"
"12801","SEL1L","TRIO"
"12802","ST3GAL3","TRIO"
"12803","HDAC6","TRIO"
"12804","HDAC5","TRIO"
"12805","CDK8","TRIO"
"12806","HEYL","TRIO"
"12807","HDAC2","TRIO"
"12808","HIF1A","TRIO"
"12809","HES1","TRIO"
"12810","HES5","TRIO"
"12811","HDAC7","TRIO"
"12812","HDAC8","TRIO"
"12813","SKP1","TRIO"
"12814","TBL1X","TRIO"
"12815","TLE1","TRIO"
"12816","TLE2","TRIO"
"12817","TLE3","TRIO"
"12818","TLE4","TRIO"
"12819","TBL1XR1","TRIO"
"12820","HDAC11","TRIO"
"12821","HDAC10","TRIO"
"12822","CUL1","TRIO"
"12823","HDAC3","TRIO"
"12824","CCNC","TRIO"
"12825","NCOR1","TRIO"
"12826","NCOR2","TRIO"
"12827","HDAC9","TRIO"
"12828","HDAC4","TRIO"
"12829","RBX1","TRIO"
"12830","STAT3","TRIO"
"12831","NOD2","TRIO"
"12832","ITGB1BP1","TRIO"
"12833","TSPAN15","TRIO"
"12834","TSPAN17","TRIO"
"12835","GSX2","TRIO"
"12836","NOV","TRIO"
"12837","TSPAN14","TRIO"
"12838","PDCD10","TRIO"
"12839","KIT","TRIO"
"12840","TSPAN10","TRIO"
"12841","TSPAN33","TRIO"
"12842","WNT1","TRIO"
"12843","SLC35C2","TRIO"
"12844","TSPAN5","TRIO"
"12845","C3orf17","TRIO"
"12846","ASCL1","TRIO"
"12847","AAK1","TRIO"
"12848","NOTCH1","TRIO"
"12849","EYA1","TRIO"
"12850","ERH","TRIO"
"12851","FGF10","TRIO"
"12852","MESP1","TRIO"
"12853","HDAC1","XBP1"
"12854","PHB2","XBP1"
"12855","TAGLN","XBP1"
"12856","ITGAV","XBP1"
"12857","SLC3A1","XBP1"
"12858","CANX","XBP1"
"12859","FLOT1","XBP1"
"12860","NQO1","XBP1"
"12861","PCF11","XBP1"
"12862","F2R","XBP1"
"12863","LAMB2","XBP1"
"12864","CD4","XBP1"
"12865","SLC4A3","XBP1"
"12866","S100A13","XBP1"
"12867","CNTN1","XBP1"
"12868","TCAP","XBP1"
"12869","STAT5A","XBP1"
"12870","ARL6IP5","XBP1"
"12871","ANXA6","XBP1"
"12872","ABCC8","XBP1"
"12873","SLC12A3","XBP1"
"12874","COL18A1","XBP1"
"12875","HMGCR","XBP1"
"12876","SFPQ","XBP1"
"12877","SEC62","XBP1"
"12878","BRCA1","XBP1"
"12879","PSMD10","XBP1"
"12880","PTHLH","XBP1"
"12881","RBP1","XBP1"
"12882","P2RY10","XBP1"
"12883","CD69","XBP1"
"12884","TARP","XBP1"
"12885","CD3D","XBP1"
"12886","RAG2","XBP1"
"12887","RRAS2","XBP1"
"12888","ID2","XBP1"
"12889","CD28","XBP1"
"12890","GATA3","XBP1"
"12891","TRAT1","XBP1"
"12892","EGR2","XBP1"
"12893","TNFRSF18","XBP1"
"12894","LCK","XBP1"
"12895","GZMB","XBP1"
"12896","BCL2A1","XBP1"
"12897","CCR7","XBP1"
"12898","CD83","XBP1"
"12899","CCL5","XBP1"
"12900","TRAF1","XBP1"
"12901","IL12B","XBP1"
"12902","CX3CL1","XBP1"
"12903","RELB","XBP1"
"12904","EGR1","XBP1"
"12905","CARD11","XBP1"
"12906","NFKB2","XBP1"
"12907","ICAM1","XBP1"
"12908","IRF7","XBP1"
"12909","JUNB","XBP1"
"12910","IL10RA","XBP1"
"12911","CD86","XBP1"
"12912","BIRC2","XBP1"
"12913","BIRC3","XBP1"
"12914","CD80","XBP1"
"12915","ZAP70","XBP1"
"12916","DDR1","XBP1"
"12917","CD7","XBP1"
"12918","CD3G","XBP1"
"12919","TOX","XBP1"
"12920","GZMA","XBP1"
"12921","DTX1","XBP1"
"12922","LAT","XBP1"
"12923","RAG1","XBP1"
"12924","PTCRA","XBP1"
"12925","CD2","XBP1"
"12926","NFATC1","XBP1"
"12927","NOTCH3","XBP1"
"12928","CD74","XBP1"
"12929","THY1","XBP1"
"12930","CTLA4","XBP1"
"12931","MAMLD1","XBP1"
"12932","CREBBP","XBP1"
"12933","E2F1","XBP1"
"12934","E2F3","XBP1"
"12935","EIF2C3","XBP1"
"12936","EIF2C4","XBP1"
"12937","EP300","XBP1"
"12938","SNW1","XBP1"
"12939","TNRC6B","XBP1"
"12940","KAT2A","XBP1"
"12941","EIF2C1","XBP1"
"12942","EIF2C2","XBP1"
"12943","TNRC6A","XBP1"
"12944","RBPJ","XBP1"
"12945","JUN","XBP1"
"12946","MOV10","XBP1"
"12947","LOC441488","XBP1"
"12948","NOTCH2","XBP1"
"12949","NOTCH4","XBP1"
"12950","MAML3","XBP1"
"12951","TNRC6C","XBP1"
"12952","CCND1","XBP1"
"12953","TFDP1","XBP1"
"12954","LOC728030","XBP1"
"12955","MAML2","XBP1"
"12956","KAT2B","XBP1"
"12957","MAML1","XBP1"
"12958","ADAM10","XBP1"
"12959","DTX2","XBP1"
"12960","MIB2","XBP1"
"12961","JAG1","XBP1"
"12962","DTX4","XBP1"
"12963","NCSTN","XBP1"
"12964","DLL1","XBP1"
"12965","JAG2","XBP1"
"12966","ARRB1","XBP1"
"12967","ARRB2","XBP1"
"12968","APH1A","XBP1"
"12969","PSENEN","XBP1"
"12970","PSEN1","XBP1"
"12971","PSEN2","XBP1"
"12972","MIB1","XBP1"
"12973","RPS27A","XBP1"
"12974","ADAM17","XBP1"
"12975","RPS27AP11","XBP1"
"12976","UBA52","XBP1"
"12977","APH1B","XBP1"
"12978","DNER","XBP1"
"12979","ST3GAL6","XBP1"
"12980","TMED2","XBP1"
"12981","POFUT1","XBP1"
"12982","B4GALT1","XBP1"
"12983","MFNG","XBP1"
"12984","ATP2A1","XBP1"
"12985","ATP2A2","XBP1"
"12986","ATP2A3","XBP1"
"12987","FURIN","XBP1"
"12988","POGLUT1","XBP1"
"12989","RAB6A","XBP1"
"12990","SEL1L","XBP1"
"12991","ST3GAL3","XBP1"
"12992","HDAC6","XBP1"
"12993","HDAC5","XBP1"
"12994","CDK8","XBP1"
"12995","HEYL","XBP1"
"12996","HDAC2","XBP1"
"12997","HIF1A","XBP1"
"12998","HES1","XBP1"
"12999","HES5","XBP1"
"13000","HDAC7","XBP1"
"13001","HDAC8","XBP1"
"13002","SKP1","XBP1"
"13003","TBL1X","XBP1"
"13004","TLE1","XBP1"
"13005","TLE2","XBP1"
"13006","TLE3","XBP1"
"13007","TLE4","XBP1"
"13008","TBL1XR1","XBP1"
"13009","HDAC11","XBP1"
"13010","HDAC10","XBP1"
"13011","CUL1","XBP1"
"13012","HDAC3","XBP1"
"13013","CCNC","XBP1"
"13014","NCOR1","XBP1"
"13015","NCOR2","XBP1"
"13016","HDAC9","XBP1"
"13017","HDAC4","XBP1"
"13018","RBX1","XBP1"
"13019","STAT3","XBP1"
"13020","NOD2","XBP1"
"13021","ITGB1BP1","XBP1"
"13022","TSPAN15","XBP1"
"13023","TSPAN17","XBP1"
"13024","GSX2","XBP1"
"13025","NOV","XBP1"
"13026","TSPAN14","XBP1"
"13027","PDCD10","XBP1"
"13028","KIT","XBP1"
"13029","TSPAN10","XBP1"
"13030","TSPAN33","XBP1"
"13031","WNT1","XBP1"
"13032","SLC35C2","XBP1"
"13033","TSPAN5","XBP1"
"13034","C3orf17","XBP1"
"13035","ASCL1","XBP1"
"13036","AAK1","XBP1"
"13037","NOTCH1","XBP1"
"13038","EYA1","XBP1"
"13039","ERH","XBP1"
"13040","FGF10","XBP1"
"13041","MESP1","XBP1"
"13042","HDAC1","PBX3"
"13043","PHB2","PBX3"
"13044","TAGLN","PBX3"
"13045","ITGAV","PBX3"
"13046","SLC3A1","PBX3"
"13047","CANX","PBX3"
"13048","FLOT1","PBX3"
"13049","NQO1","PBX3"
"13050","PCF11","PBX3"
"13051","F2R","PBX3"
"13052","LAMB2","PBX3"
"13053","CD4","PBX3"
"13054","SLC4A3","PBX3"
"13055","S100A13","PBX3"
"13056","CNTN1","PBX3"
"13057","TCAP","PBX3"
"13058","STAT5A","PBX3"
"13059","ARL6IP5","PBX3"
"13060","ANXA6","PBX3"
"13061","ABCC8","PBX3"
"13062","SLC12A3","PBX3"
"13063","COL18A1","PBX3"
"13064","HMGCR","PBX3"
"13065","SFPQ","PBX3"
"13066","SEC62","PBX3"
"13067","BRCA1","PBX3"
"13068","PSMD10","PBX3"
"13069","PTHLH","PBX3"
"13070","RBP1","PBX3"
"13071","P2RY10","PBX3"
"13072","CD69","PBX3"
"13073","TARP","PBX3"
"13074","CD3D","PBX3"
"13075","RAG2","PBX3"
"13076","RRAS2","PBX3"
"13077","ID2","PBX3"
"13078","CD28","PBX3"
"13079","GATA3","PBX3"
"13080","TRAT1","PBX3"
"13081","EGR2","PBX3"
"13082","TNFRSF18","PBX3"
"13083","LCK","PBX3"
"13084","GZMB","PBX3"
"13085","BCL2A1","PBX3"
"13086","CCR7","PBX3"
"13087","CD83","PBX3"
"13088","CCL5","PBX3"
"13089","TRAF1","PBX3"
"13090","IL12B","PBX3"
"13091","CX3CL1","PBX3"
"13092","RELB","PBX3"
"13093","EGR1","PBX3"
"13094","CARD11","PBX3"
"13095","NFKB2","PBX3"
"13096","ICAM1","PBX3"
"13097","IRF7","PBX3"
"13098","JUNB","PBX3"
"13099","IL10RA","PBX3"
"13100","CD86","PBX3"
"13101","BIRC2","PBX3"
"13102","BIRC3","PBX3"
"13103","CD80","PBX3"
"13104","ZAP70","PBX3"
"13105","DDR1","PBX3"
"13106","CD7","PBX3"
"13107","CD3G","PBX3"
"13108","TOX","PBX3"
"13109","GZMA","PBX3"
"13110","DTX1","PBX3"
"13111","LAT","PBX3"
"13112","RAG1","PBX3"
"13113","PTCRA","PBX3"
"13114","CD2","PBX3"
"13115","NFATC1","PBX3"
"13116","NOTCH3","PBX3"
"13117","CD74","PBX3"
"13118","THY1","PBX3"
"13119","CTLA4","PBX3"
"13120","MAMLD1","PBX3"
"13121","CREBBP","PBX3"
"13122","E2F1","PBX3"
"13123","E2F3","PBX3"
"13124","EIF2C3","PBX3"
"13125","EIF2C4","PBX3"
"13126","EP300","PBX3"
