"","ProInfection","AntiInfection"
"2644","CBX1","MEF2C"
"2645","FABP5","MEF2C"
"2646","S100A10","MEF2C"
"2647","GNAI1","MEF2C"
"2648","SOX4","MEF2C"
"2649","APP","MEF2C"
"2650","C5orf13","MEF2C"
"2651","NME1","MEF2C"
"2652","AP2B1","MEF2C"
"2653","VAMP8","MEF2C"
"2654","MAP4K4","MEF2C"
"2655","SAT1","MEF2C"
"2656","CTNNA1","MEF2C"
"2657","PKM2","MEF2C"
"2658","RAB4A","MEF2C"
"2659","IDH2","MEF2C"
"2660","SQRDL","MEF2C"
"2661","DNAJC7","MEF2C"
"2662","ECI2","MEF2C"
"2663","ACLY","MEF2C"
"2664","LGALS1","MEF2C"
"2665","HSD17B8","MEF2C"
"2666","ADD2","MEF2C"
"2667","LGALS3","MEF2C"
"2668","ITGAE","MEF2C"
"2669","GPR56","MEF2C"
"2670","RBPJ","MEF2C"
"2671","DDIT4","MEF2C"
"2672","ISG20","MEF2C"
"2673","RPS25","MEF2C"
"2674","CTSS","MEF2C"
"2675","NFKB2","MEF2C"
"2676","RASL12","MEF2C"
"2677","ATF4","MEF2C"
"2678","IFIT2","MEF2C"
"2679","PDE2A","MEF2C"
"2680","ANPEP","MEF2C"
"2681","BACE2","MEF2C"
"2682","TOP2A","MEF2C"
"2683","MYC","MEF2C"
"2684","ELF3","MEF2C"
"2685","HIST1H2BK","MEF2C"
"2686","FUBP3","MEF2C"
"2687","SH3BP5","MEF2C"
"2688","TSC22D3","MEF2C"
"2689","ALDOC","FAM3C"
"2690","DFNA5","FAM3C"
"2691","NET1","FAM3C"
"2692","CBX1","FAM3C"
"2693","FABP5","FAM3C"
"2694","S100A10","FAM3C"
"2695","GNAI1","FAM3C"
"2696","SOX4","FAM3C"
"2697","APP","FAM3C"
"2698","C5orf13","FAM3C"
"2699","NME1","FAM3C"
"2700","AP2B1","FAM3C"
"2701","VAMP8","FAM3C"
"2702","MAP4K4","FAM3C"
"2703","SAT1","FAM3C"
"2704","CTNNA1","FAM3C"
"2705","PKM2","FAM3C"
"2706","RAB4A","FAM3C"
"2707","IDH2","FAM3C"
"2708","SQRDL","FAM3C"
"2709","DNAJC7","FAM3C"
"2710","ECI2","FAM3C"
"2711","ACLY","FAM3C"
"2712","LGALS1","FAM3C"
"2713","HSD17B8","FAM3C"
"2714","ADD2","FAM3C"
"2715","LGALS3","FAM3C"
"2716","ITGAE","FAM3C"
"2717","GPR56","FAM3C"
"2718","RBPJ","FAM3C"
"2719","DDIT4","FAM3C"
"2720","ISG20","FAM3C"
"2721","RPS25","FAM3C"
"2722","CTSS","FAM3C"
"2723","NFKB2","FAM3C"
"2724","RASL12","FAM3C"
"2725","ATF4","FAM3C"
"2726","IFIT2","FAM3C"
"2727","PDE2A","FAM3C"
"2728","ANPEP","FAM3C"
"2729","BACE2","FAM3C"
"2730","TOP2A","FAM3C"
"2731","MYC","FAM3C"
"2732","ELF3","FAM3C"
"2733","HIST1H2BK","FAM3C"
"2734","FUBP3","FAM3C"
"2735","SH3BP5","FAM3C"
"2736","TSC22D3","FAM3C"
"2737","ALDOC","CTSA"
"2738","DFNA5","CTSA"
"2739","NET1","CTSA"
"2740","CBX1","CTSA"
"2741","FABP5","CTSA"
"2742","S100A10","CTSA"
"2743","GNAI1","CTSA"
"2744","SOX4","CTSA"
"2745","APP","CTSA"
"2746","C5orf13","CTSA"
"2747","NME1","CTSA"
"2748","AP2B1","CTSA"
"2749","VAMP8","CTSA"
"2750","MAP4K4","CTSA"
"2751","SAT1","CTSA"
"2752","CTNNA1","CTSA"
"2753","PKM2","CTSA"
"2754","RAB4A","CTSA"
"2755","IDH2","CTSA"
"2756","SQRDL","CTSA"
"2757","DNAJC7","CTSA"
"2758","ECI2","CTSA"
"2759","ACLY","CTSA"
"2760","LGALS1","CTSA"
"2761","HSD17B8","CTSA"
"2762","ADD2","CTSA"
"2763","LGALS3","CTSA"
"2764","ITGAE","CTSA"
"2765","GPR56","CTSA"
"2766","RBPJ","CTSA"
"2767","DDIT4","CTSA"
"2768","ISG20","CTSA"
"2769","RPS25","CTSA"
"2770","CTSS","CTSA"
"2771","NFKB2","CTSA"
"2772","RASL12","CTSA"
"2773","ATF4","CTSA"
"2774","IFIT2","CTSA"
"2775","PDE2A","CTSA"
"2776","ANPEP","CTSA"
"2777","BACE2","CTSA"
"2778","TOP2A","CTSA"
"2779","MYC","CTSA"
"2780","ELF3","CTSA"
"2781","HIST1H2BK","CTSA"
"2782","FUBP3","CTSA"
"2783","SH3BP5","CTSA"
"2784","TSC22D3","CTSA"
"2785","ALDOC","HTR3A"
"2786","DFNA5","HTR3A"
"2787","NET1","HTR3A"
"2788","CBX1","HTR3A"
"2789","FABP5","HTR3A"
"2790","S100A10","HTR3A"
"2791","GNAI1","HTR3A"
"2792","SOX4","HTR3A"
"2793","APP","HTR3A"
"2794","C5orf13","HTR3A"
"2795","NME1","HTR3A"
"2796","AP2B1","HTR3A"
"2797","VAMP8","HTR3A"
"2798","MAP4K4","HTR3A"
"2799","SAT1","HTR3A"
"2800","CTNNA1","HTR3A"
"2801","PKM2","HTR3A"
"2802","RAB4A","HTR3A"
"2803","IDH2","HTR3A"
"2804","SQRDL","HTR3A"
"2805","DNAJC7","HTR3A"
"2806","ECI2","HTR3A"
"2807","ACLY","HTR3A"
"2808","LGALS1","HTR3A"
"2809","HSD17B8","HTR3A"
"2810","ADD2","HTR3A"
"2811","LGALS3","HTR3A"
"2812","ITGAE","HTR3A"
"2813","GPR56","HTR3A"
"2814","RBPJ","HTR3A"
"2815","DDIT4","HTR3A"
"2816","ISG20","HTR3A"
"2817","RPS25","HTR3A"
"2818","CTSS","HTR3A"
"2819","NFKB2","HTR3A"
"2820","RASL12","HTR3A"
"2821","ATF4","HTR3A"
"2822","IFIT2","HTR3A"
"2823","PDE2A","HTR3A"
"2824","ANPEP","HTR3A"
"2825","BACE2","HTR3A"
"2826","TOP2A","HTR3A"
"2827","MYC","HTR3A"
"2828","ELF3","HTR3A"
"2829","HIST1H2BK","HTR3A"
"2830","FUBP3","HTR3A"
"2831","SH3BP5","HTR3A"
"2832","TSC22D3","HTR3A"
"2833","ALDOC","TCTN3"
"2834","DFNA5","TCTN3"
"2835","NET1","TCTN3"
"2836","CBX1","TCTN3"
"2837","FABP5","TCTN3"
"2838","S100A10","TCTN3"
"2839","GNAI1","TCTN3"
"2840","SOX4","TCTN3"
"2841","APP","TCTN3"
"2842","C5orf13","TCTN3"
"2843","NME1","TCTN3"
"2844","AP2B1","TCTN3"
"2845","VAMP8","TCTN3"
"2846","MAP4K4","TCTN3"
"2847","SAT1","TCTN3"
"2848","CTNNA1","TCTN3"
"2849","PKM2","TCTN3"
"2850","RAB4A","TCTN3"
"2851","IDH2","TCTN3"
"2852","SQRDL","TCTN3"
"2853","DNAJC7","TCTN3"
"2854","ECI2","TCTN3"
"2855","ACLY","TCTN3"
"2856","LGALS1","TCTN3"
"2857","HSD17B8","TCTN3"
"2858","ADD2","TCTN3"
"2859","LGALS3","TCTN3"
"2860","ITGAE","TCTN3"
"2861","GPR56","TCTN3"
"2862","RBPJ","TCTN3"
"2863","DDIT4","TCTN3"
"2864","ISG20","TCTN3"
"2865","RPS25","TCTN3"
"2866","CTSS","TCTN3"
"2867","NFKB2","TCTN3"
"2868","RASL12","TCTN3"
"2869","ATF4","TCTN3"
"2870","IFIT2","TCTN3"
"2871","PDE2A","TCTN3"
"2872","ANPEP","TCTN3"
"2873","BACE2","TCTN3"
"2874","TOP2A","TCTN3"
"2875","MYC","TCTN3"
"2876","ELF3","TCTN3"
"2877","HIST1H2BK","TCTN3"
"2878","FUBP3","TCTN3"
"2879","SH3BP5","TCTN3"
"2880","TSC22D3","TCTN3"
"2881","ALDOC","TSPYL1"
"2882","DFNA5","TSPYL1"
"2883","NET1","TSPYL1"
"2884","CBX1","TSPYL1"
"2885","FABP5","TSPYL1"
"2886","S100A10","TSPYL1"
"2887","GNAI1","TSPYL1"
"2888","SOX4","TSPYL1"
"2889","APP","TSPYL1"
"2890","C5orf13","TSPYL1"
"2891","NME1","TSPYL1"
"2892","AP2B1","TSPYL1"
"2893","VAMP8","TSPYL1"
"2894","MAP4K4","TSPYL1"
"2895","SAT1","TSPYL1"
"2896","CTNNA1","TSPYL1"
"2897","PKM2","TSPYL1"
"2898","RAB4A","TSPYL1"
"2899","IDH2","TSPYL1"
"2900","SQRDL","TSPYL1"
"2901","DNAJC7","TSPYL1"
"2902","ECI2","TSPYL1"
"2903","ACLY","TSPYL1"
"2904","LGALS1","TSPYL1"
"2905","HSD17B8","TSPYL1"
"2906","ADD2","TSPYL1"
"2907","LGALS3","TSPYL1"
"2908","ITGAE","TSPYL1"
"2909","GPR56","TSPYL1"
"2910","RBPJ","TSPYL1"
"2911","DDIT4","TSPYL1"
"2912","ISG20","TSPYL1"
"2913","RPS25","TSPYL1"
"2914","CTSS","TSPYL1"
"2915","NFKB2","TSPYL1"
"2916","RASL12","TSPYL1"
"2917","ATF4","TSPYL1"
"2918","IFIT2","TSPYL1"
"2919","PDE2A","TSPYL1"
"2920","ANPEP","TSPYL1"
"2921","BACE2","TSPYL1"
"2922","TOP2A","TSPYL1"
"2923","MYC","TSPYL1"
"2924","ELF3","TSPYL1"
"2925","HIST1H2BK","TSPYL1"
"2926","FUBP3","TSPYL1"
"2927","SH3BP5","TSPYL1"
"2928","TSC22D3","TSPYL1"
"2929","ALDOC","PKIA"
"2930","DFNA5","PKIA"
"2931","NET1","PKIA"
"2932","CBX1","PKIA"
"2933","FABP5","PKIA"
"2934","S100A10","PKIA"
"2935","GNAI1","PKIA"
"2936","SOX4","PKIA"
"2937","APP","PKIA"
"2938","C5orf13","PKIA"
"2939","NME1","PKIA"
"2940","AP2B1","PKIA"
"2941","VAMP8","PKIA"
"2942","MAP4K4","PKIA"
"2943","SAT1","PKIA"
"2944","CTNNA1","PKIA"
"2945","PKM2","PKIA"
"2946","RAB4A","PKIA"
"2947","IDH2","PKIA"
"2948","SQRDL","PKIA"
"2949","DNAJC7","PKIA"
"2950","ECI2","PKIA"
"2951","ACLY","PKIA"
"2952","LGALS1","PKIA"
"2953","HSD17B8","PKIA"
"2954","ADD2","PKIA"
"2955","LGALS3","PKIA"
"2956","ITGAE","PKIA"
"2957","GPR56","PKIA"
"2958","RBPJ","PKIA"
"2959","DDIT4","PKIA"
"2960","ISG20","PKIA"
"2961","RPS25","PKIA"
"2962","CTSS","PKIA"
"2963","NFKB2","PKIA"
"2964","RASL12","PKIA"
"2965","ATF4","PKIA"
"2966","IFIT2","PKIA"
"2967","PDE2A","PKIA"
"2968","ANPEP","PKIA"
"2969","BACE2","PKIA"
"2970","TOP2A","PKIA"
"2971","MYC","PKIA"
"2972","ELF3","PKIA"
"2973","HIST1H2BK","PKIA"
"2974","FUBP3","PKIA"
"2975","SH3BP5","PKIA"
"2976","TSC22D3","PKIA"
"2977","ALDOC","MDFIC"
"2978","DFNA5","MDFIC"
"2979","NET1","MDFIC"
"2980","CBX1","MDFIC"
"2981","FABP5","MDFIC"
"2982","S100A10","MDFIC"
"2983","GNAI1","MDFIC"
"2984","SOX4","MDFIC"
"2985","APP","MDFIC"
"2986","C5orf13","MDFIC"
"2987","NME1","MDFIC"
"2988","AP2B1","MDFIC"
"2989","VAMP8","MDFIC"
"2990","MAP4K4","MDFIC"
"2991","SAT1","MDFIC"
"2992","CTNNA1","MDFIC"
"2993","PKM2","MDFIC"
"2994","RAB4A","MDFIC"
"2995","IDH2","MDFIC"
"2996","SQRDL","MDFIC"
"2997","DNAJC7","MDFIC"
"2998","ECI2","MDFIC"
"2999","ACLY","MDFIC"
"3000","LGALS1","MDFIC"
"3001","HSD17B8","MDFIC"
"3002","ADD2","MDFIC"
"3003","LGALS3","MDFIC"
"3004","ITGAE","MDFIC"
"3005","GPR56","MDFIC"
"3006","RBPJ","MDFIC"
"3007","DDIT4","MDFIC"
"3008","ISG20","MDFIC"
"3009","RPS25","MDFIC"
"3010","CTSS","MDFIC"
"3011","NFKB2","MDFIC"
"3012","RASL12","MDFIC"
"3013","ATF4","MDFIC"
"3014","IFIT2","MDFIC"
"3015","PDE2A","MDFIC"
"3016","ANPEP","MDFIC"
"3017","BACE2","MDFIC"
"3018","TOP2A","MDFIC"
"3019","MYC","MDFIC"
"3020","ELF3","MDFIC"
"3021","HIST1H2BK","MDFIC"
"3022","FUBP3","MDFIC"
"3023","SH3BP5","MDFIC"
"3024","TSC22D3","MDFIC"
"3025","ALDOC","SDF4"
"3026","DFNA5","SDF4"
"3027","NET1","SDF4"
"3028","CBX1","SDF4"
"3029","FABP5","SDF4"
"3030","S100A10","SDF4"
"3031","GNAI1","SDF4"
"3032","SOX4","SDF4"
"3033","APP","SDF4"
"3034","C5orf13","SDF4"
"3035","NME1","SDF4"
"3036","AP2B1","SDF4"
"3037","VAMP8","SDF4"
"3038","MAP4K4","SDF4"
"3039","SAT1","SDF4"
"3040","CTNNA1","SDF4"
"3041","PKM2","SDF4"
"3042","RAB4A","SDF4"
"3043","IDH2","SDF4"
"3044","SQRDL","SDF4"
"3045","DNAJC7","SDF4"
"3046","ECI2","SDF4"
"3047","ACLY","SDF4"
"3048","LGALS1","SDF4"
"3049","HSD17B8","SDF4"
"3050","ADD2","SDF4"
"3051","LGALS3","SDF4"
"3052","ITGAE","SDF4"
"3053","GPR56","SDF4"
"3054","RBPJ","SDF4"
"3055","DDIT4","SDF4"
"3056","ISG20","SDF4"
"3057","RPS25","SDF4"
"3058","CTSS","SDF4"
"3059","NFKB2","SDF4"
"3060","RASL12","SDF4"
"3061","ATF4","SDF4"
"3062","IFIT2","SDF4"
"3063","PDE2A","SDF4"
"3064","ANPEP","SDF4"
"3065","BACE2","SDF4"
"3066","TOP2A","SDF4"
"3067","MYC","SDF4"
"3068","ELF3","SDF4"
"3069","HIST1H2BK","SDF4"
"3070","FUBP3","SDF4"
"3071","SH3BP5","SDF4"
"3072","TSC22D3","SDF4"
"3073","ALDOC","TRAV8-3"
"3074","DFNA5","TRAV8-3"
"3075","NET1","TRAV8-3"
"3076","CBX1","TRAV8-3"
"3077","FABP5","TRAV8-3"
"3078","S100A10","TRAV8-3"
"3079","GNAI1","TRAV8-3"
"3080","SOX4","TRAV8-3"
"3081","APP","TRAV8-3"
"3082","C5orf13","TRAV8-3"
"3083","NME1","TRAV8-3"
"3084","AP2B1","TRAV8-3"
"3085","VAMP8","TRAV8-3"
"3086","MAP4K4","TRAV8-3"
"3087","SAT1","TRAV8-3"
"3088","CTNNA1","TRAV8-3"
"3089","PKM2","TRAV8-3"
"3090","RAB4A","TRAV8-3"
"3091","IDH2","TRAV8-3"
"3092","SQRDL","TRAV8-3"
"3093","DNAJC7","TRAV8-3"
"3094","ECI2","TRAV8-3"
"3095","ACLY","TRAV8-3"
"3096","LGALS1","TRAV8-3"
"3097","HSD17B8","TRAV8-3"
"3098","ADD2","TRAV8-3"
"3099","LGALS3","TRAV8-3"
"3100","ITGAE","TRAV8-3"
"3101","GPR56","TRAV8-3"
"3102","RBPJ","TRAV8-3"
"3103","DDIT4","TRAV8-3"
"3104","ISG20","TRAV8-3"
"3105","RPS25","TRAV8-3"
"3106","CTSS","TRAV8-3"
"3107","NFKB2","TRAV8-3"
"3108","RASL12","TRAV8-3"
"3109","ATF4","TRAV8-3"
"3110","IFIT2","TRAV8-3"
"3111","PDE2A","TRAV8-3"
"3112","ANPEP","TRAV8-3"
"3113","BACE2","TRAV8-3"
"3114","TOP2A","TRAV8-3"
"3115","MYC","TRAV8-3"
"3116","ELF3","TRAV8-3"
"3117","HIST1H2BK","TRAV8-3"
"3118","FUBP3","TRAV8-3"
"3119","SH3BP5","TRAV8-3"
"3120","TSC22D3","TRAV8-3"
"3121","ALDOC","CD96"
"3122","DFNA5","CD96"
"3123","NET1","CD96"
"3124","CBX1","CD96"
"3125","FABP5","CD96"
"3126","S100A10","CD96"
"3127","GNAI1","CD96"
"3128","SOX4","CD96"
"3129","APP","CD96"
"3130","C5orf13","CD96"
"3131","NME1","CD96"
"3132","AP2B1","CD96"
"3133","VAMP8","CD96"
"3134","MAP4K4","CD96"
"3135","SAT1","CD96"
"3136","CTNNA1","CD96"
"3137","PKM2","CD96"
"3138","RAB4A","CD96"
"3139","IDH2","CD96"
"3140","SQRDL","CD96"
"3141","DNAJC7","CD96"
"3142","ECI2","CD96"
"3143","ACLY","CD96"
"3144","LGALS1","CD96"
"3145","HSD17B8","CD96"
"3146","ADD2","CD96"
"3147","LGALS3","CD96"
"3148","ITGAE","CD96"
"3149","GPR56","CD96"
"3150","RBPJ","CD96"
"3151","DDIT4","CD96"
"3152","ISG20","CD96"
"3153","RPS25","CD96"
"3154","CTSS","CD96"
"3155","NFKB2","CD96"
"3156","RASL12","CD96"
"3157","ATF4","CD96"
"3158","IFIT2","CD96"
"3159","PDE2A","CD96"
"3160","ANPEP","CD96"
"3161","BACE2","CD96"
"3162","TOP2A","CD96"
"3163","MYC","CD96"
"3164","ELF3","CD96"
"3165","HIST1H2BK","CD96"
"3166","FUBP3","CD96"
"3167","SH3BP5","CD96"
"3168","TSC22D3","CD96"
"3169","ALDOC","STAP1"
"3170","DFNA5","STAP1"
"3171","NET1","STAP1"
"3172","CBX1","STAP1"
"3173","FABP5","STAP1"
"3174","S100A10","STAP1"
"3175","GNAI1","STAP1"
"3176","SOX4","STAP1"
"3177","APP","STAP1"
"3178","C5orf13","STAP1"
"3179","NME1","STAP1"
"3180","AP2B1","STAP1"
"3181","VAMP8","STAP1"
"3182","MAP4K4","STAP1"
"3183","SAT1","STAP1"
"3184","CTNNA1","STAP1"
"3185","PKM2","STAP1"
"3186","RAB4A","STAP1"
"3187","IDH2","STAP1"
"3188","SQRDL","STAP1"
"3189","DNAJC7","STAP1"
"3190","ECI2","STAP1"
"3191","ACLY","STAP1"
"3192","LGALS1","STAP1"
"3193","HSD17B8","STAP1"
"3194","ADD2","STAP1"
"3195","LGALS3","STAP1"
"3196","ITGAE","STAP1"
"3197","GPR56","STAP1"
"3198","RBPJ","STAP1"
"3199","DDIT4","STAP1"
"3200","ISG20","STAP1"
"3201","RPS25","STAP1"
"3202","CTSS","STAP1"
"3203","NFKB2","STAP1"
"3204","RASL12","STAP1"
"3205","ATF4","STAP1"
"3206","IFIT2","STAP1"
"3207","PDE2A","STAP1"
"3208","ANPEP","STAP1"
"3209","BACE2","STAP1"
"3210","TOP2A","STAP1"
"3211","MYC","STAP1"
"3212","ELF3","STAP1"
"3213","HIST1H2BK","STAP1"
"3214","FUBP3","STAP1"
"3215","SH3BP5","STAP1"
"3216","TSC22D3","STAP1"
"3217","ALDOC","REV3L"
"3218","DFNA5","REV3L"
"3219","NET1","REV3L"
"3220","CBX1","REV3L"
"3221","FABP5","REV3L"
"3222","S100A10","REV3L"
"3223","GNAI1","REV3L"
"3224","SOX4","REV3L"
"3225","APP","REV3L"
"3226","C5orf13","REV3L"
"3227","NME1","REV3L"
"3228","AP2B1","REV3L"
"3229","VAMP8","REV3L"
"3230","MAP4K4","REV3L"
"3231","SAT1","REV3L"
"3232","CTNNA1","REV3L"
"3233","PKM2","REV3L"
"3234","RAB4A","REV3L"
"3235","IDH2","REV3L"
"3236","SQRDL","REV3L"
"3237","DNAJC7","REV3L"
"3238","ECI2","REV3L"
"3239","ACLY","REV3L"
"3240","LGALS1","REV3L"
"3241","HSD17B8","REV3L"
"3242","ADD2","REV3L"
"3243","LGALS3","REV3L"
"3244","ITGAE","REV3L"
"3245","GPR56","REV3L"
"3246","RBPJ","REV3L"
"3247","DDIT4","REV3L"
"3248","ISG20","REV3L"
"3249","RPS25","REV3L"
"3250","CTSS","REV3L"
"3251","NFKB2","REV3L"
"3252","RASL12","REV3L"
"3253","ATF4","REV3L"
"3254","IFIT2","REV3L"
"3255","PDE2A","REV3L"
"3256","ANPEP","REV3L"
"3257","BACE2","REV3L"
"3258","TOP2A","REV3L"
"3259","MYC","REV3L"
"3260","ELF3","REV3L"
"3261","HIST1H2BK","REV3L"
"3262","FUBP3","REV3L"
"3263","SH3BP5","REV3L"
"3264","TSC22D3","REV3L"
"3265","ALDOC","NFKBIA"
"3266","DFNA5","NFKBIA"
"3267","NET1","NFKBIA"
"3268","CBX1","NFKBIA"
"3269","FABP5","NFKBIA"
"3270","S100A10","NFKBIA"
"3271","GNAI1","NFKBIA"
"3272","SOX4","NFKBIA"
"3273","APP","NFKBIA"
"3274","C5orf13","NFKBIA"
"3275","NME1","NFKBIA"
"3276","AP2B1","NFKBIA"
"3277","VAMP8","NFKBIA"
"3278","MAP4K4","NFKBIA"
"3279","SAT1","NFKBIA"
"3280","CTNNA1","NFKBIA"
"3281","PKM2","NFKBIA"
"3282","RAB4A","NFKBIA"
"3283","IDH2","NFKBIA"
"3284","SQRDL","NFKBIA"
"3285","DNAJC7","NFKBIA"
"3286","ECI2","NFKBIA"
"3287","ACLY","NFKBIA"
"3288","LGALS1","NFKBIA"
"3289","HSD17B8","NFKBIA"
"3290","ADD2","NFKBIA"
"3291","LGALS3","NFKBIA"
"3292","ITGAE","NFKBIA"
"3293","GPR56","NFKBIA"
"3294","RBPJ","NFKBIA"
"3295","DDIT4","NFKBIA"
"3296","ISG20","NFKBIA"
"3297","RPS25","NFKBIA"
"3298","CTSS","NFKBIA"
"3299","NFKB2","NFKBIA"
"3300","RASL12","NFKBIA"
"3301","ATF4","NFKBIA"
"3302","IFIT2","NFKBIA"
"3303","PDE2A","NFKBIA"
"3304","ANPEP","NFKBIA"
"3305","BACE2","NFKBIA"
"3306","TOP2A","NFKBIA"
"3307","MYC","NFKBIA"
"3308","ELF3","NFKBIA"
"3309","HIST1H2BK","NFKBIA"
"3310","FUBP3","NFKBIA"
"3311","SH3BP5","NFKBIA"
"3312","TSC22D3","NFKBIA"
"3313","ALDOC","KLRG1"
"3314","DFNA5","KLRG1"
"3315","NET1","KLRG1"
"3316","CBX1","KLRG1"
"3317","FABP5","KLRG1"
"3318","S100A10","KLRG1"
"3319","GNAI1","KLRG1"
"3320","SOX4","KLRG1"
"3321","APP","KLRG1"
"3322","C5orf13","KLRG1"
"3323","NME1","KLRG1"
"3324","AP2B1","KLRG1"
"3325","VAMP8","KLRG1"
"3326","MAP4K4","KLRG1"
"3327","SAT1","KLRG1"
"3328","CTNNA1","KLRG1"
"3329","PKM2","KLRG1"
"3330","RAB4A","KLRG1"
"3331","IDH2","KLRG1"
"3332","SQRDL","KLRG1"
"3333","DNAJC7","KLRG1"
"3334","ECI2","KLRG1"
"3335","ACLY","KLRG1"
"3336","LGALS1","KLRG1"
"3337","HSD17B8","KLRG1"
"3338","ADD2","KLRG1"
"3339","LGALS3","KLRG1"
"3340","ITGAE","KLRG1"
"3341","GPR56","KLRG1"
"3342","RBPJ","KLRG1"
"3343","DDIT4","KLRG1"
"3344","ISG20","KLRG1"
"3345","RPS25","KLRG1"
"3346","CTSS","KLRG1"
"3347","NFKB2","KLRG1"
"3348","RASL12","KLRG1"
"3349","ATF4","KLRG1"
"3350","IFIT2","KLRG1"
"3351","PDE2A","KLRG1"
"3352","ANPEP","KLRG1"
"3353","BACE2","KLRG1"
"3354","TOP2A","KLRG1"
"3355","MYC","KLRG1"
"3356","ELF3","KLRG1"
"3357","HIST1H2BK","KLRG1"
"3358","FUBP3","KLRG1"
"3359","SH3BP5","KLRG1"
"3360","TSC22D3","KLRG1"
"3361","ALDOC","RASGRP2"
"3362","DFNA5","RASGRP2"
"3363","NET1","RASGRP2"
"3364","CBX1","RASGRP2"
"3365","FABP5","RASGRP2"
"3366","S100A10","RASGRP2"
"3367","GNAI1","RASGRP2"
"3368","SOX4","RASGRP2"
"3369","APP","RASGRP2"
"3370","C5orf13","RASGRP2"
"3371","NME1","RASGRP2"
"3372","AP2B1","RASGRP2"
"3373","VAMP8","RASGRP2"
"3374","MAP4K4","RASGRP2"
"3375","SAT1","RASGRP2"
"3376","CTNNA1","RASGRP2"
"3377","PKM2","RASGRP2"
"3378","RAB4A","RASGRP2"
"3379","IDH2","RASGRP2"
"3380","SQRDL","RASGRP2"
"3381","DNAJC7","RASGRP2"
"3382","ECI2","RASGRP2"
"3383","ACLY","RASGRP2"
"3384","LGALS1","RASGRP2"
"3385","HSD17B8","RASGRP2"
"3386","ADD2","RASGRP2"
"3387","LGALS3","RASGRP2"
"3388","ITGAE","RASGRP2"
"3389","GPR56","RASGRP2"
"3390","RBPJ","RASGRP2"
"3391","DDIT4","RASGRP2"
"3392","ISG20","RASGRP2"
"3393","RPS25","RASGRP2"
"3394","CTSS","RASGRP2"
"3395","NFKB2","RASGRP2"
"3396","RASL12","RASGRP2"
"3397","ATF4","RASGRP2"
"3398","IFIT2","RASGRP2"
"3399","PDE2A","RASGRP2"
"3400","ANPEP","RASGRP2"
"3401","BACE2","RASGRP2"
"3402","TOP2A","RASGRP2"
"3403","MYC","RASGRP2"
"3404","ELF3","RASGRP2"
"3405","HIST1H2BK","RASGRP2"
"3406","FUBP3","RASGRP2"
"3407","SH3BP5","RASGRP2"
"3408","TSC22D3","RASGRP2"
"3409","ALDOC","H2AFZ"
"3410","DFNA5","H2AFZ"
"3411","NET1","H2AFZ"
"3412","CBX1","H2AFZ"
"3413","FABP5","H2AFZ"
"3414","S100A10","H2AFZ"
"3415","GNAI1","H2AFZ"
"3416","SOX4","H2AFZ"
"3417","APP","H2AFZ"
"3418","C5orf13","H2AFZ"
"3419","NME1","H2AFZ"
"3420","AP2B1","H2AFZ"
"3421","VAMP8","H2AFZ"
"3422","MAP4K4","H2AFZ"
"3423","SAT1","H2AFZ"
"3424","CTNNA1","H2AFZ"
"3425","PKM2","H2AFZ"
"3426","RAB4A","H2AFZ"
"3427","IDH2","H2AFZ"
"3428","SQRDL","H2AFZ"
"3429","DNAJC7","H2AFZ"
"3430","ECI2","H2AFZ"
"3431","ACLY","H2AFZ"
"3432","LGALS1","H2AFZ"
"3433","HSD17B8","H2AFZ"
"3434","ADD2","H2AFZ"
"3435","LGALS3","H2AFZ"
"3436","ITGAE","H2AFZ"
"3437","GPR56","H2AFZ"
"3438","RBPJ","H2AFZ"
"3439","DDIT4","H2AFZ"
"3440","ISG20","H2AFZ"
"3441","RPS25","H2AFZ"
"3442","CTSS","H2AFZ"
"3443","NFKB2","H2AFZ"
"3444","RASL12","H2AFZ"
"3445","ATF4","H2AFZ"
"3446","IFIT2","H2AFZ"
"3447","PDE2A","H2AFZ"
"3448","ANPEP","H2AFZ"
"3449","BACE2","H2AFZ"
"3450","TOP2A","H2AFZ"
"3451","MYC","H2AFZ"
"3452","ELF3","H2AFZ"
"3453","HIST1H2BK","H2AFZ"
"3454","FUBP3","H2AFZ"
"3455","SH3BP5","H2AFZ"
"3456","TSC22D3","H2AFZ"
"3457","ALDOC","KLF2"
"3458","DFNA5","KLF2"
"3459","NET1","KLF2"
"3460","CBX1","KLF2"
"3461","FABP5","KLF2"
"3462","S100A10","KLF2"
"3463","GNAI1","KLF2"
"3464","SOX4","KLF2"
"3465","APP","KLF2"
"3466","C5orf13","KLF2"
"3467","NME1","KLF2"
"3468","AP2B1","KLF2"
"3469","VAMP8","KLF2"
"3470","MAP4K4","KLF2"
"3471","SAT1","KLF2"
"3472","CTNNA1","KLF2"
"3473","PKM2","KLF2"
"3474","RAB4A","KLF2"
"3475","IDH2","KLF2"
"3476","SQRDL","KLF2"
"3477","DNAJC7","KLF2"
"3478","ECI2","KLF2"
"3479","ACLY","KLF2"
"3480","LGALS1","KLF2"
"3481","HSD17B8","KLF2"
"3482","ADD2","KLF2"
"3483","LGALS3","KLF2"
"3484","ITGAE","KLF2"
"3485","GPR56","KLF2"
"3486","RBPJ","KLF2"
"3487","DDIT4","KLF2"
"3488","ISG20","KLF2"
"3489","RPS25","KLF2"
