"","ProDiabetes","AntiDiabetes"
"5514","PAK2","CCDC51"
"5515","MARCKS","CCDC51"
"5516","FCAR","CCDC51"
"5517","AMDHD2","CCDC51"
"5518","MRPL12","CCDC51"
"5519","MAFB","CCDC51"
"5520","JUNB","CCDC51"
"5521","EREG","CCDC51"
"5522","LSM12","CCDC51"
"5523","POTEKP","CCDC51"
"5524","SOCS3","CCDC51"
"5525","SOCS1","CCDC51"
"5526","ACTR2","CCDC51"
"5527","CDC37","CCDC51"
"5528","ELMO1","CCDC51"
"5529","TESK2","CCDC51"
"5530","HNRNPA3","CCDC51"
"5531","GSN","CCDC51"
"5532","FPR2","CCDC51"
"5533","RAB8A","CCDC51"
"5534","PPIF","CCDC51"
"5535","STX11","CCDC51"
"5536","NSD1","CCDC51"
"5537","HNRNPK","CCDC51"
"5538","CTSD","CCDC51"
"5539","PABPC4","CCDC51"
"5540","P4HB","CCDC51"
"5541","COPS7B","CCDC51"
"5542","C19orf60","CCDC51"
"5543","PRCC","CCDC51"
"5544","RRP12","CCDC51"
"5545","PDIA4","RPS15A"
"5546","CHFR","RPS15A"
"5547","CDK9","RPS15A"
"5548","AAMP","RPS15A"
"5549","RPN1","RPS15A"
"5550","WDR18","RPS15A"
"5551","DDX3X","RPS15A"
"5552","BLK","RPS15A"
"5553","FZR1","RPS15A"
"5554","SAFB","RPS15A"
"5555","CXCR4","RPS15A"
"5556","NDUFV1","RPS15A"
"5557","ODF2","RPS15A"
"5558","UQCRC1","RPS15A"
"5559","PDIA3","RPS15A"
"5560","GPI","RPS15A"
"5561","TPD52L2","RPS15A"
"5562","THOC6","RPS15A"
"5563","HSPA9","RPS15A"
"5564","HSPA5","RPS15A"
"5565","GPAA1","RPS15A"
"5566","SAFB2","RPS15A"
"5567","HNRNPA1","RPS15A"
"5568","ZFP36L1","RPS15A"
"5569","GBAP1","RPS15A"
"5570","RBM3","RPS15A"
"5571","CCDC22","RPS15A"
"5572","PTX3","RPS15A"
"5573","RTN3","RPS15A"
"5574","KDELR2","RPS15A"
"5575","COPG","RPS15A"
"5576","HERPUD1","RPS15A"
"5577","GLUD1","RPS15A"
"5578","DDIT4","RPS15A"
"5579","ARF6","RPS15A"
"5580","HNRNPU","RPS15A"
"5581","TSPAN14","RPS15A"
"5582","HMGB2","RPS15A"
"5583","SART1","RPS15A"
"5584","CDT1","RPS15A"
"5585","MAPRE1","RPS15A"
"5586","YWHAZ","RPS15A"
"5587","PPP4C","RPS15A"
"5588","HYOU1","RPS15A"
"5589","GLUL","RPS15A"
"5590","RAB1B","RPS15A"
"5591","ICAM3","RPS15A"
"5592","CYBB","RPS15A"
"5593","PRPF6","RPS15A"
"5594","SRSF9","RPS15A"
"5595","EHD4","RPS15A"
"5596","PUF60","RPS15A"
"5597","DUSP1","RPS15A"
"5598","PHF21A","RPS15A"
"5599","TSC22D3","RPS15A"
"5600","ALDOA","RPS15A"
"5601","HBEGF","RPS15A"
"5602","PAK2","RPS15A"
"5603","MARCKS","RPS15A"
"5604","FCAR","RPS15A"
"5605","AMDHD2","RPS15A"
"5606","MRPL12","RPS15A"
"5607","MAFB","RPS15A"
"5608","JUNB","RPS15A"
"5609","EREG","RPS15A"
"5610","LSM12","RPS15A"
"5611","POTEKP","RPS15A"
"5612","SOCS3","RPS15A"
"5613","SOCS1","RPS15A"
"5614","ACTR2","RPS15A"
"5615","CDC37","RPS15A"
"5616","ELMO1","RPS15A"
"5617","TESK2","RPS15A"
"5618","HNRNPA3","RPS15A"
"5619","GSN","RPS15A"
"5620","FPR2","RPS15A"
"5621","RAB8A","RPS15A"
"5622","PPIF","RPS15A"
"5623","STX11","RPS15A"
"5624","NSD1","RPS15A"
"5625","HNRNPK","RPS15A"
"5626","CTSD","RPS15A"
"5627","PABPC4","RPS15A"
"5628","P4HB","RPS15A"
"5629","COPS7B","RPS15A"
"5630","C19orf60","RPS15A"
"5631","PRCC","RPS15A"
"5632","RRP12","RPS15A"
"5633","PDIA4","GPR171"
"5634","CHFR","GPR171"
"5635","CDK9","GPR171"
"5636","AAMP","GPR171"
"5637","RPN1","GPR171"
"5638","WDR18","GPR171"
"5639","DDX3X","GPR171"
"5640","BLK","GPR171"
"5641","FZR1","GPR171"
"5642","SAFB","GPR171"
"5643","CXCR4","GPR171"
"5644","NDUFV1","GPR171"
"5645","ODF2","GPR171"
"5646","UQCRC1","GPR171"
"5647","PDIA3","GPR171"
"5648","GPI","GPR171"
"5649","TPD52L2","GPR171"
"5650","THOC6","GPR171"
"5651","HSPA9","GPR171"
"5652","HSPA5","GPR171"
"5653","GPAA1","GPR171"
"5654","SAFB2","GPR171"
"5655","HNRNPA1","GPR171"
"5656","ZFP36L1","GPR171"
"5657","GBAP1","GPR171"
"5658","RBM3","GPR171"
"5659","CCDC22","GPR171"
"5660","PTX3","GPR171"
"5661","RTN3","GPR171"
"5662","KDELR2","GPR171"
"5663","COPG","GPR171"
"5664","HERPUD1","GPR171"
"5665","GLUD1","GPR171"
"5666","DDIT4","GPR171"
"5667","ARF6","GPR171"
"5668","HNRNPU","GPR171"
"5669","TSPAN14","GPR171"
"5670","HMGB2","GPR171"
"5671","SART1","GPR171"
"5672","CDT1","GPR171"
"5673","MAPRE1","GPR171"
"5674","YWHAZ","GPR171"
"5675","PPP4C","GPR171"
"5676","HYOU1","GPR171"
"5677","GLUL","GPR171"
"5678","RAB1B","GPR171"
"5679","ICAM3","GPR171"
"5680","CYBB","GPR171"
"5681","PRPF6","GPR171"
"5682","SRSF9","GPR171"
"5683","EHD4","GPR171"
"5684","PUF60","GPR171"
"5685","DUSP1","GPR171"
"5686","PHF21A","GPR171"
"5687","TSC22D3","GPR171"
"5688","ALDOA","GPR171"
"5689","HBEGF","GPR171"
"5690","PAK2","GPR171"
"5691","MARCKS","GPR171"
"5692","FCAR","GPR171"
"5693","AMDHD2","GPR171"
"5694","MRPL12","GPR171"
"5695","MAFB","GPR171"
"5696","JUNB","GPR171"
"5697","EREG","GPR171"
"5698","LSM12","GPR171"
"5699","POTEKP","GPR171"
"5700","SOCS3","GPR171"
"5701","SOCS1","GPR171"
"5702","ACTR2","GPR171"
"5703","CDC37","GPR171"
"5704","ELMO1","GPR171"
"5705","TESK2","GPR171"
"5706","HNRNPA3","GPR171"
"5707","GSN","GPR171"
"5708","FPR2","GPR171"
"5709","RAB8A","GPR171"
"5710","PPIF","GPR171"
"5711","STX11","GPR171"
"5712","NSD1","GPR171"
"5713","HNRNPK","GPR171"
"5714","CTSD","GPR171"
"5715","PABPC4","GPR171"
"5716","P4HB","GPR171"
"5717","COPS7B","GPR171"
"5718","C19orf60","GPR171"
"5719","PRCC","GPR171"
"5720","RRP12","GPR171"
"5721","PDIA4","GTF2H2B"
"5722","CHFR","GTF2H2B"
"5723","CDK9","GTF2H2B"
"5724","AAMP","GTF2H2B"
"5725","RPN1","GTF2H2B"
"5726","WDR18","GTF2H2B"
"5727","DDX3X","GTF2H2B"
"5728","BLK","GTF2H2B"
"5729","FZR1","GTF2H2B"
"5730","SAFB","GTF2H2B"
"5731","CXCR4","GTF2H2B"
"5732","NDUFV1","GTF2H2B"
"5733","ODF2","GTF2H2B"
"5734","UQCRC1","GTF2H2B"
"5735","PDIA3","GTF2H2B"
"5736","GPI","GTF2H2B"
"5737","TPD52L2","GTF2H2B"
"5738","THOC6","GTF2H2B"
"5739","HSPA9","GTF2H2B"
"5740","HSPA5","GTF2H2B"
"5741","GPAA1","GTF2H2B"
"5742","SAFB2","GTF2H2B"
"5743","HNRNPA1","GTF2H2B"
"5744","ZFP36L1","GTF2H2B"
"5745","GBAP1","GTF2H2B"
"5746","RBM3","GTF2H2B"
"5747","CCDC22","GTF2H2B"
"5748","PTX3","GTF2H2B"
"5749","RTN3","GTF2H2B"
"5750","KDELR2","GTF2H2B"
"5751","COPG","GTF2H2B"
"5752","HERPUD1","GTF2H2B"
"5753","GLUD1","GTF2H2B"
"5754","DDIT4","GTF2H2B"
"5755","ARF6","GTF2H2B"
"5756","HNRNPU","GTF2H2B"
"5757","TSPAN14","GTF2H2B"
"5758","HMGB2","GTF2H2B"
"5759","SART1","GTF2H2B"
"5760","CDT1","GTF2H2B"
"5761","MAPRE1","GTF2H2B"
"5762","YWHAZ","GTF2H2B"
"5763","PPP4C","GTF2H2B"
"5764","HYOU1","GTF2H2B"
"5765","GLUL","GTF2H2B"
"5766","RAB1B","GTF2H2B"
"5767","ICAM3","GTF2H2B"
"5768","CYBB","GTF2H2B"
"5769","PRPF6","GTF2H2B"
"5770","SRSF9","GTF2H2B"
"5771","EHD4","GTF2H2B"
"5772","PUF60","GTF2H2B"
"5773","DUSP1","GTF2H2B"
"5774","PHF21A","GTF2H2B"
"5775","TSC22D3","GTF2H2B"
"5776","ALDOA","GTF2H2B"
"5777","HBEGF","GTF2H2B"
"5778","PAK2","GTF2H2B"
"5779","MARCKS","GTF2H2B"
"5780","FCAR","GTF2H2B"
"5781","AMDHD2","GTF2H2B"
"5782","MRPL12","GTF2H2B"
"5783","MAFB","GTF2H2B"
"5784","JUNB","GTF2H2B"
"5785","EREG","GTF2H2B"
"5786","LSM12","GTF2H2B"
"5787","POTEKP","GTF2H2B"
"5788","SOCS3","GTF2H2B"
"5789","SOCS1","GTF2H2B"
"5790","ACTR2","GTF2H2B"
"5791","CDC37","GTF2H2B"
"5792","ELMO1","GTF2H2B"
"5793","TESK2","GTF2H2B"
"5794","HNRNPA3","GTF2H2B"
"5795","GSN","GTF2H2B"
"5796","FPR2","GTF2H2B"
"5797","RAB8A","GTF2H2B"
"5798","PPIF","GTF2H2B"
"5799","STX11","GTF2H2B"
"5800","NSD1","GTF2H2B"
"5801","HNRNPK","GTF2H2B"
"5802","CTSD","GTF2H2B"
"5803","PABPC4","GTF2H2B"
"5804","P4HB","GTF2H2B"
"5805","COPS7B","GTF2H2B"
"5806","C19orf60","GTF2H2B"
"5807","PRCC","GTF2H2B"
"5808","RRP12","GTF2H2B"
"5809","PDIA4","YIPF6"
"5810","CHFR","YIPF6"
"5811","CDK9","YIPF6"
"5812","AAMP","YIPF6"
"5813","RPN1","YIPF6"
"5814","WDR18","YIPF6"
"5815","DDX3X","YIPF6"
"5816","BLK","YIPF6"
"5817","FZR1","YIPF6"
"5818","SAFB","YIPF6"
"5819","CXCR4","YIPF6"
"5820","NDUFV1","YIPF6"
"5821","ODF2","YIPF6"
"5822","UQCRC1","YIPF6"
"5823","PDIA3","YIPF6"
"5824","GPI","YIPF6"
"5825","TPD52L2","YIPF6"
"5826","THOC6","YIPF6"
"5827","HSPA9","YIPF6"
"5828","HSPA5","YIPF6"
"5829","GPAA1","YIPF6"
"5830","SAFB2","YIPF6"
"5831","HNRNPA1","YIPF6"
"5832","ZFP36L1","YIPF6"
"5833","GBAP1","YIPF6"
"5834","RBM3","YIPF6"
"5835","CCDC22","YIPF6"
"5836","PTX3","YIPF6"
"5837","RTN3","YIPF6"
"5838","KDELR2","YIPF6"
"5839","COPG","YIPF6"
"5840","HERPUD1","YIPF6"
"5841","GLUD1","YIPF6"
"5842","DDIT4","YIPF6"
"5843","ARF6","YIPF6"
"5844","HNRNPU","YIPF6"
"5845","TSPAN14","YIPF6"
"5846","HMGB2","YIPF6"
"5847","SART1","YIPF6"
"5848","CDT1","YIPF6"
"5849","MAPRE1","YIPF6"
"5850","YWHAZ","YIPF6"
"5851","PPP4C","YIPF6"
"5852","HYOU1","YIPF6"
"5853","GLUL","YIPF6"
"5854","RAB1B","YIPF6"
"5855","ICAM3","YIPF6"
"5856","CYBB","YIPF6"
"5857","PRPF6","YIPF6"
"5858","SRSF9","YIPF6"
"5859","EHD4","YIPF6"
"5860","PUF60","YIPF6"
"5861","DUSP1","YIPF6"
"5862","PHF21A","YIPF6"
"5863","TSC22D3","YIPF6"
"5864","ALDOA","YIPF6"
"5865","HBEGF","YIPF6"
"5866","PAK2","YIPF6"
"5867","MARCKS","YIPF6"
"5868","FCAR","YIPF6"
"5869","AMDHD2","YIPF6"
"5870","MRPL12","YIPF6"
"5871","MAFB","YIPF6"
"5872","JUNB","YIPF6"
"5873","EREG","YIPF6"
"5874","LSM12","YIPF6"
"5875","POTEKP","YIPF6"
"5876","SOCS3","YIPF6"
"5877","SOCS1","YIPF6"
"5878","ACTR2","YIPF6"
"5879","CDC37","YIPF6"
"5880","ELMO1","YIPF6"
"5881","TESK2","YIPF6"
"5882","HNRNPA3","YIPF6"
"5883","GSN","YIPF6"
"5884","FPR2","YIPF6"
"5885","RAB8A","YIPF6"
"5886","PPIF","YIPF6"
"5887","STX11","YIPF6"
"5888","NSD1","YIPF6"
"5889","HNRNPK","YIPF6"
"5890","CTSD","YIPF6"
"5891","PABPC4","YIPF6"
"5892","P4HB","YIPF6"
"5893","COPS7B","YIPF6"
"5894","C19orf60","YIPF6"
"5895","PRCC","YIPF6"
"5896","RRP12","YIPF6"
"5897","PDIA4","EBLN2"
"5898","CHFR","EBLN2"
"5899","CDK9","EBLN2"
"5900","AAMP","EBLN2"
"5901","RPN1","EBLN2"
"5902","WDR18","EBLN2"
"5903","DDX3X","EBLN2"
"5904","BLK","EBLN2"
"5905","FZR1","EBLN2"
"5906","SAFB","EBLN2"
"5907","CXCR4","EBLN2"
"5908","NDUFV1","EBLN2"
"5909","ODF2","EBLN2"
"5910","UQCRC1","EBLN2"
"5911","PDIA3","EBLN2"
"5912","GPI","EBLN2"
"5913","TPD52L2","EBLN2"
"5914","THOC6","EBLN2"
"5915","HSPA9","EBLN2"
"5916","HSPA5","EBLN2"
"5917","GPAA1","EBLN2"
"5918","SAFB2","EBLN2"
"5919","HNRNPA1","EBLN2"
"5920","ZFP36L1","EBLN2"
"5921","GBAP1","EBLN2"
"5922","RBM3","EBLN2"
"5923","CCDC22","EBLN2"
"5924","PTX3","EBLN2"
"5925","RTN3","EBLN2"
"5926","KDELR2","EBLN2"
"5927","COPG","EBLN2"
"5928","HERPUD1","EBLN2"
"5929","GLUD1","EBLN2"
"5930","DDIT4","EBLN2"
"5931","ARF6","EBLN2"
"5932","HNRNPU","EBLN2"
"5933","TSPAN14","EBLN2"
"5934","HMGB2","EBLN2"
"5935","SART1","EBLN2"
"5936","CDT1","EBLN2"
"5937","MAPRE1","EBLN2"
"5938","YWHAZ","EBLN2"
"5939","PPP4C","EBLN2"
"5940","HYOU1","EBLN2"
"5941","GLUL","EBLN2"
"5942","RAB1B","EBLN2"
"5943","ICAM3","EBLN2"
"5944","CYBB","EBLN2"
"5945","PRPF6","EBLN2"
"5946","SRSF9","EBLN2"
"5947","EHD4","EBLN2"
"5948","PUF60","EBLN2"
"5949","DUSP1","EBLN2"
"5950","PHF21A","EBLN2"
"5951","TSC22D3","EBLN2"
"5952","ALDOA","EBLN2"
"5953","HBEGF","EBLN2"
"5954","PAK2","EBLN2"
"5955","MARCKS","EBLN2"
"5956","FCAR","EBLN2"
"5957","AMDHD2","EBLN2"
"5958","MRPL12","EBLN2"
"5959","MAFB","EBLN2"
"5960","JUNB","EBLN2"
"5961","EREG","EBLN2"
"5962","LSM12","EBLN2"
"5963","POTEKP","EBLN2"
"5964","SOCS3","EBLN2"
"5965","SOCS1","EBLN2"
"5966","ACTR2","EBLN2"
"5967","CDC37","EBLN2"
"5968","ELMO1","EBLN2"
"5969","TESK2","EBLN2"
"5970","HNRNPA3","EBLN2"
"5971","GSN","EBLN2"
"5972","FPR2","EBLN2"
"5973","RAB8A","EBLN2"
"5974","PPIF","EBLN2"
"5975","STX11","EBLN2"
"5976","NSD1","EBLN2"
"5977","HNRNPK","EBLN2"
"5978","CTSD","EBLN2"
"5979","PABPC4","EBLN2"
"5980","P4HB","EBLN2"
"5981","COPS7B","EBLN2"
"5982","C19orf60","EBLN2"
"5983","PRCC","EBLN2"
"5984","RRP12","EBLN2"
"5985","PDIA4","ATP5C1"
"5986","CHFR","ATP5C1"
"5987","CDK9","ATP5C1"
"5988","AAMP","ATP5C1"
"5989","RPN1","ATP5C1"
"5990","WDR18","ATP5C1"
"5991","DDX3X","ATP5C1"
"5992","BLK","ATP5C1"
"5993","FZR1","ATP5C1"
"5994","SAFB","ATP5C1"
"5995","CXCR4","ATP5C1"
"5996","NDUFV1","ATP5C1"
"5997","ODF2","ATP5C1"
"5998","UQCRC1","ATP5C1"
"5999","PDIA3","ATP5C1"
"6000","GPI","ATP5C1"
"6001","TPD52L2","ATP5C1"
"6002","THOC6","ATP5C1"
"6003","HSPA9","ATP5C1"
"6004","HSPA5","ATP5C1"
"6005","GPAA1","ATP5C1"
"6006","SAFB2","ATP5C1"
"6007","HNRNPA1","ATP5C1"
"6008","ZFP36L1","ATP5C1"
"6009","GBAP1","ATP5C1"
"6010","RBM3","ATP5C1"
"6011","CCDC22","ATP5C1"
"6012","PTX3","ATP5C1"
"6013","RTN3","ATP5C1"
"6014","KDELR2","ATP5C1"
"6015","COPG","ATP5C1"
"6016","HERPUD1","ATP5C1"
"6017","GLUD1","ATP5C1"
"6018","DDIT4","ATP5C1"
"6019","ARF6","ATP5C1"
"6020","HNRNPU","ATP5C1"
"6021","TSPAN14","ATP5C1"
"6022","HMGB2","ATP5C1"
"6023","SART1","ATP5C1"
"6024","CDT1","ATP5C1"
"6025","MAPRE1","ATP5C1"
"6026","YWHAZ","ATP5C1"
"6027","PPP4C","ATP5C1"
"6028","HYOU1","ATP5C1"
"6029","GLUL","ATP5C1"
"6030","RAB1B","ATP5C1"
"6031","ICAM3","ATP5C1"
"6032","CYBB","ATP5C1"
"6033","PRPF6","ATP5C1"
"6034","SRSF9","ATP5C1"
"6035","EHD4","ATP5C1"
"6036","PUF60","ATP5C1"
"6037","DUSP1","ATP5C1"
"6038","PHF21A","ATP5C1"
"6039","TSC22D3","ATP5C1"
"6040","ALDOA","ATP5C1"
"6041","HBEGF","ATP5C1"
"6042","PAK2","ATP5C1"
"6043","MARCKS","ATP5C1"
"6044","FCAR","ATP5C1"
"6045","AMDHD2","ATP5C1"
"6046","MRPL12","ATP5C1"
"6047","MAFB","ATP5C1"
"6048","JUNB","ATP5C1"
"6049","EREG","ATP5C1"
"6050","LSM12","ATP5C1"
"6051","POTEKP","ATP5C1"
"6052","SOCS3","ATP5C1"
"6053","SOCS1","ATP5C1"
"6054","ACTR2","ATP5C1"
"6055","CDC37","ATP5C1"
"6056","ELMO1","ATP5C1"
"6057","TESK2","ATP5C1"
"6058","HNRNPA3","ATP5C1"
"6059","GSN","ATP5C1"
"6060","FPR2","ATP5C1"
"6061","RAB8A","ATP5C1"
"6062","PPIF","ATP5C1"
"6063","STX11","ATP5C1"
"6064","NSD1","ATP5C1"
"6065","HNRNPK","ATP5C1"
"6066","CTSD","ATP5C1"
"6067","PABPC4","ATP5C1"
"6068","P4HB","ATP5C1"
"6069","COPS7B","ATP5C1"
"6070","C19orf60","ATP5C1"
"6071","PRCC","ATP5C1"
"6072","RRP12","ATP5C1"
"6073","PDIA4","ATP2B4"
"6074","CHFR","ATP2B4"
"6075","CDK9","ATP2B4"
"6076","AAMP","ATP2B4"
"6077","RPN1","ATP2B4"
"6078","WDR18","ATP2B4"
"6079","DDX3X","ATP2B4"
"6080","BLK","ATP2B4"
"6081","FZR1","ATP2B4"
"6082","SAFB","ATP2B4"
"6083","CXCR4","ATP2B4"
"6084","NDUFV1","ATP2B4"
"6085","ODF2","ATP2B4"
"6086","UQCRC1","ATP2B4"
"6087","PDIA3","ATP2B4"
"6088","GPI","ATP2B4"
"6089","TPD52L2","ATP2B4"
"6090","THOC6","ATP2B4"
"6091","HSPA9","ATP2B4"
"6092","HSPA5","ATP2B4"
"6093","GPAA1","ATP2B4"
"6094","SAFB2","ATP2B4"
"6095","HNRNPA1","ATP2B4"
"6096","ZFP36L1","ATP2B4"
"6097","GBAP1","ATP2B4"
"6098","RBM3","ATP2B4"
"6099","CCDC22","ATP2B4"
"6100","PTX3","ATP2B4"
"6101","RTN3","ATP2B4"
"6102","KDELR2","ATP2B4"
"6103","COPG","ATP2B4"
"6104","HERPUD1","ATP2B4"
"6105","GLUD1","ATP2B4"
"6106","DDIT4","ATP2B4"
"6107","ARF6","ATP2B4"
"6108","HNRNPU","ATP2B4"
"6109","TSPAN14","ATP2B4"
"6110","HMGB2","ATP2B4"
"6111","SART1","ATP2B4"
"6112","CDT1","ATP2B4"
"6113","MAPRE1","ATP2B4"
"6114","YWHAZ","ATP2B4"
"6115","PPP4C","ATP2B4"
"6116","HYOU1","ATP2B4"
"6117","GLUL","ATP2B4"
"6118","RAB1B","ATP2B4"
"6119","ICAM3","ATP2B4"
"6120","CYBB","ATP2B4"
"6121","PRPF6","ATP2B4"
"6122","SRSF9","ATP2B4"
"6123","EHD4","ATP2B4"
"6124","PUF60","ATP2B4"
"6125","DUSP1","ATP2B4"
"6126","PHF21A","ATP2B4"
"6127","TSC22D3","ATP2B4"
"6128","ALDOA","ATP2B4"
"6129","HBEGF","ATP2B4"
"6130","PAK2","ATP2B4"
"6131","MARCKS","ATP2B4"
"6132","FCAR","ATP2B4"
"6133","AMDHD2","ATP2B4"
"6134","MRPL12","ATP2B4"
"6135","MAFB","ATP2B4"
"6136","JUNB","ATP2B4"
"6137","EREG","ATP2B4"
"6138","LSM12","ATP2B4"
"6139","POTEKP","ATP2B4"
"6140","SOCS3","ATP2B4"
"6141","SOCS1","ATP2B4"
"6142","ACTR2","ATP2B4"
"6143","CDC37","ATP2B4"
"6144","ELMO1","ATP2B4"
"6145","TESK2","ATP2B4"
"6146","HNRNPA3","ATP2B4"
"6147","GSN","ATP2B4"
"6148","FPR2","ATP2B4"
"6149","RAB8A","ATP2B4"
"6150","PPIF","ATP2B4"
"6151","STX11","ATP2B4"
"6152","NSD1","ATP2B4"
"6153","HNRNPK","ATP2B4"
"6154","CTSD","ATP2B4"
"6155","PABPC4","ATP2B4"
"6156","P4HB","ATP2B4"
"6157","COPS7B","ATP2B4"
"6158","C19orf60","ATP2B4"
"6159","PRCC","ATP2B4"
"6160","RRP12","ATP2B4"
"6161","PDIA4","SERF2"
"6162","CHFR","SERF2"
"6163","CDK9","SERF2"
"6164","AAMP","SERF2"
"6165","RPN1","SERF2"
"6166","WDR18","SERF2"
"6167","DDX3X","SERF2"
"6168","BLK","SERF2"
"6169","FZR1","SERF2"
"6170","SAFB","SERF2"
"6171","CXCR4","SERF2"
"6172","NDUFV1","SERF2"
"6173","ODF2","SERF2"
"6174","UQCRC1","SERF2"
"6175","PDIA3","SERF2"
"6176","GPI","SERF2"
"6177","TPD52L2","SERF2"
"6178","THOC6","SERF2"
"6179","HSPA9","SERF2"
"6180","HSPA5","SERF2"
"6181","GPAA1","SERF2"
"6182","SAFB2","SERF2"
"6183","HNRNPA1","SERF2"
"6184","ZFP36L1","SERF2"
"6185","GBAP1","SERF2"
"6186","RBM3","SERF2"
"6187","CCDC22","SERF2"
"6188","PTX3","SERF2"
"6189","RTN3","SERF2"
"6190","KDELR2","SERF2"
"6191","COPG","SERF2"
"6192","HERPUD1","SERF2"
"6193","GLUD1","SERF2"
"6194","DDIT4","SERF2"
"6195","ARF6","SERF2"
"6196","HNRNPU","SERF2"
"6197","TSPAN14","SERF2"
"6198","HMGB2","SERF2"
"6199","SART1","SERF2"
"6200","CDT1","SERF2"
"6201","MAPRE1","SERF2"
"6202","YWHAZ","SERF2"
"6203","PPP4C","SERF2"
"6204","HYOU1","SERF2"
"6205","GLUL","SERF2"
"6206","RAB1B","SERF2"
"6207","ICAM3","SERF2"
"6208","CYBB","SERF2"
"6209","PRPF6","SERF2"
"6210","SRSF9","SERF2"
"6211","EHD4","SERF2"
"6212","PUF60","SERF2"
"6213","DUSP1","SERF2"
"6214","PHF21A","SERF2"
"6215","TSC22D3","SERF2"
"6216","ALDOA","SERF2"
"6217","HBEGF","SERF2"
"6218","PAK2","SERF2"
"6219","MARCKS","SERF2"
"6220","FCAR","SERF2"
"6221","AMDHD2","SERF2"
"6222","MRPL12","SERF2"
"6223","MAFB","SERF2"
"6224","JUNB","SERF2"
"6225","EREG","SERF2"
"6226","LSM12","SERF2"
"6227","POTEKP","SERF2"
"6228","SOCS3","SERF2"
"6229","SOCS1","SERF2"
"6230","ACTR2","SERF2"
"6231","CDC37","SERF2"
"6232","ELMO1","SERF2"
"6233","TESK2","SERF2"
"6234","HNRNPA3","SERF2"
"6235","GSN","SERF2"
"6236","FPR2","SERF2"
"6237","RAB8A","SERF2"
"6238","PPIF","SERF2"
"6239","STX11","SERF2"
"6240","NSD1","SERF2"
"6241","HNRNPK","SERF2"
"6242","CTSD","SERF2"
"6243","PABPC4","SERF2"
"6244","P4HB","SERF2"
"6245","COPS7B","SERF2"
"6246","C19orf60","SERF2"
"6247","PRCC","SERF2"
"6248","RRP12","SERF2"
"6249","PDIA4","SLC35E2B"
"6250","CHFR","SLC35E2B"
"6251","CDK9","SLC35E2B"
"6252","AAMP","SLC35E2B"
"6253","RPN1","SLC35E2B"
"6254","WDR18","SLC35E2B"
"6255","DDX3X","SLC35E2B"
"6256","BLK","SLC35E2B"
"6257","FZR1","SLC35E2B"
"6258","SAFB","SLC35E2B"
"6259","CXCR4","SLC35E2B"
"6260","NDUFV1","SLC35E2B"
"6261","ODF2","SLC35E2B"
"6262","UQCRC1","SLC35E2B"
"6263","PDIA3","SLC35E2B"
"6264","GPI","SLC35E2B"
"6265","TPD52L2","SLC35E2B"
"6266","THOC6","SLC35E2B"
"6267","HSPA9","SLC35E2B"
"6268","HSPA5","SLC35E2B"
"6269","GPAA1","SLC35E2B"
"6270","SAFB2","SLC35E2B"
"6271","HNRNPA1","SLC35E2B"
"6272","ZFP36L1","SLC35E2B"
"6273","GBAP1","SLC35E2B"
"6274","RBM3","SLC35E2B"
"6275","CCDC22","SLC35E2B"
"6276","PTX3","SLC35E2B"
"6277","RTN3","SLC35E2B"
"6278","KDELR2","SLC35E2B"
"6279","COPG","SLC35E2B"
"6280","HERPUD1","SLC35E2B"
"6281","GLUD1","SLC35E2B"
"6282","DDIT4","SLC35E2B"
"6283","ARF6","SLC35E2B"
"6284","HNRNPU","SLC35E2B"
"6285","TSPAN14","SLC35E2B"
"6286","HMGB2","SLC35E2B"
"6287","SART1","SLC35E2B"
"6288","CDT1","SLC35E2B"
"6289","MAPRE1","SLC35E2B"
"6290","YWHAZ","SLC35E2B"
"6291","PPP4C","SLC35E2B"
"6292","HYOU1","SLC35E2B"
"6293","GLUL","SLC35E2B"
"6294","RAB1B","SLC35E2B"
"6295","ICAM3","SLC35E2B"
"6296","CYBB","SLC35E2B"
"6297","PRPF6","SLC35E2B"
"6298","SRSF9","SLC35E2B"
"6299","EHD4","SLC35E2B"
"6300","PUF60","SLC35E2B"
"6301","DUSP1","SLC35E2B"
"6302","PHF21A","SLC35E2B"
"6303","TSC22D3","SLC35E2B"
"6304","ALDOA","SLC35E2B"
"6305","HBEGF","SLC35E2B"
"6306","PAK2","SLC35E2B"
"6307","MARCKS","SLC35E2B"
"6308","FCAR","SLC35E2B"
"6309","AMDHD2","SLC35E2B"
"6310","MRPL12","SLC35E2B"
"6311","MAFB","SLC35E2B"
"6312","JUNB","SLC35E2B"
"6313","EREG","SLC35E2B"
"6314","LSM12","SLC35E2B"
"6315","POTEKP","SLC35E2B"
"6316","SOCS3","SLC35E2B"
"6317","SOCS1","SLC35E2B"
"6318","ACTR2","SLC35E2B"
"6319","CDC37","SLC35E2B"
"6320","ELMO1","SLC35E2B"
"6321","TESK2","SLC35E2B"
"6322","HNRNPA3","SLC35E2B"
"6323","GSN","SLC35E2B"
"6324","FPR2","SLC35E2B"
"6325","RAB8A","SLC35E2B"
"6326","PPIF","SLC35E2B"
"6327","STX11","SLC35E2B"
"6328","NSD1","SLC35E2B"
"6329","HNRNPK","SLC35E2B"
"6330","CTSD","SLC35E2B"
"6331","PABPC4","SLC35E2B"
