"","proMYC","antiMYC"
"3554","PCOLCE2","CEBPA"
"3555","FLAD1","CEBPA"
"3556","NOP56","CEBPA"
"3557","NFKB2","CEBPA"
"3558","OSBP2","CEBPA"
"3559","AKAP12","CEBPA"
"3560","C1orf51","CEBPA"
"3561","SPTAN1","CEBPA"
"3562","ALS2CL","CEBPA"
"3563","PMM2","CEBPA"
"3564","RNF213","CEBPA"
"3565","PHB","CEBPA"
"3566","C11orf48","CEBPA"
"3567","HSPA6","CEBPA"
"3568","PA2G4","CEBPA"
"3569","RRP9","CEBPA"
"3570","DDAH2","CEBPA"
"3571","DDX26B","CEBPA"
"3572","NLE1","CEBPA"
"3573","KCNQ5","CEBPA"
"3574","DDX28","CEBPA"
"3575","STMN3","CEBPA"
"3576","DDX10","CEBPA"
"3577","SORD","CEBPA"
"3578","UTP20","CEBPA"
"3579","TINF2","CEBPA"
"3580","TMEM97","CEBPA"
"3581","ZNF667","CEBPA"
"3582","TTLL12","CEBPA"
"3583","DAB2","CEBPA"
"3584","OR2A4","CEBPA"
"3585","PRR5","CEBPA"
"3586","MEG3","CEBPA"
"3587","FAM195A","CEBPA"
"3588","BID","CEBPA"
"3589","XPO5","CEBPA"
"3590","TRIOBP","CEBPA"
"3591","PLAU","CEBPA"
"3592","PLEKHG2","CEBPA"
"3593","KIAA1609","CEBPA"
"3594","FAM86B1","CEBPA"
"3595","MKNK1","CEBPA"
"3596","CDK2","CEBPA"
"3597","PLEC","CEBPA"
"3598","COL1A1","CEBPA"
"3599","MAP3K6","CEBPA"
"3600","UBIAD1","CEBPA"
"3601","ERBB3","CEBPA"
"3602","FARSA","CEBPA"
"3603","DTX2P1UPK3BP1PMS2P11","CEBPA"
"3604","AGPAT5","CEBPA"
"3605","PLD6","CEBPA"
"3606","ARNTL","CEBPA"
"3607","SLC6A8","CEBPA"
"3608","FAM168A","CEBPA"
"3609","LOC730755","CEBPA"
"3610","SMTN","CEBPA"
"3611","ABCC3","CEBPA"
"3612","PHF1","CEBPA"
"3613","NDE1","CEBPA"
"3614","DHRS1","CEBPA"
"3615","KHNYN","CEBPA"
"3616","EPS8L1","CEBPA"
"3617","ANGEL1","CEBPA"
"3618","GPR110","CEBPA"
"3619","COL8A2","CEBPA"
"3620","SORL1","CEBPA"
"3621","ANAPC1","CEBPA"
"3622","SESTD1","CEBPA"
"3623","RPP40","CEBPA"
"3624","FGFBP1","CEBPA"
"3625","NUFIP1","CEBPA"
"3626","ERCC1","CEBPA"
"3627","ALG3","CEBPA"
"3628","MTMR11","CEBPA"
"3629","CCNG2","CEBPA"
"3630","NLRP1","CEBPA"
"3631","ABL2","CEBPA"
"3632","SRM","CEBPA"
"3633","SCFD2","CEBPA"
"3634","GNL3","CEBPA"
"3635","GPATCH4","CEBPA"
"3636","ALDH1B1","CEBPA"
"3637","PAICS","CEBPA"
"3638","NOL6","CEBPA"
"3639","VMP1","CEBPA"
"3640","NTF4","CEBPA"
"3641","NCL","CEBPA"
"3642","SLC12A8","CEBPA"
"3643","HS6ST2","CEBPA"
"3644","GPRC5A","CEBPA"
"3645","NIT1","CEBPA"
"3646","FAM193B","CEBPA"
"3647","DUOX1","CEBPA"
"3648","BOP1","CEBPA"
"3649","MST1R","CEBPA"
"3650","WSB1","CEBPA"
"3651","GOLGA2","CEBPA"
"3652","LTBP2","CEBPA"
"3653","AHNAK","CEBPA"
"3654","LINC00173","CEBPA"
"3655","GEMIN5","CEBPA"
"3656","PC","CEBPA"
"3657","MICAL1","CEBPA"
"3658","BEND3","CEBPA"
"3659","MIR21","CEBPA"
"3660","DUSP22","CEBPA"
"3661","CGN","CEBPA"
"3662","C10orf2","CEBPA"
"3663","SUPV3L1","CEBPA"
"3664","DIEXF","CEBPA"
"3665","FCHSD1","CEBPA"
"3666","VAMP1","CEBPA"
"3667","YPEL3","CEBPA"
"3668","CDCA8","CEBPA"
"3669","TAF4B","CEBPA"
"3670","CCDC78","CEBPA"
"3671","FAM100A","CEBPA"
"3672","NPM1","CEBPA"
"3673","TFB2M","CEBPA"
"3674","DKC1","CEBPA"
"3675","PDLIM7","CEBPA"
"3676","DUSP2","CEBPA"
"3677","ARNTL2","CEBPA"
"3678","PES1","CEBPA"
"3679","SSH3","CEBPA"
"3680","FARSB","CEBPA"
"3681","C19orf48","CEBPA"
"3682","C20orf27","CEBPA"
"3683","WDR12","CEBPA"
"3684","SERPINB1","CEBPA"
"3685","MON1A","CEBPA"
"3686","SMURF1","CEBPA"
"3687","PCYOX1L","CEBPA"
"3688","NRP1","CEBPA"
"3689","SLC6A15","CEBPA"
"3690","MRTO4","CEBPA"
"3691","FAM86C1","CEBPA"
"3692","ATIC","CEBPA"
"3693","SLITRK6","CEBPA"
"3694","B7H6","CEBPA"
"3695","CCDC86","CEBPA"
"3696","SLC29A2","CEBPA"
"3697","SNHG1","CEBPA"
"3698","LAMC2","CEBPA"
"3699","DDX18","CEBPA"
"3700","EXOSC5","CEBPA"
"3701","ECE2","CEBPA"
"3702","NOP16","CEBPA"
"3703","WDR74","CEBPA"
"3704","UTP14A","CEBPA"
"3705","NOP2","CEBPA"
"3706","METTL1","CEBPA"
"3707","RCL1","CEBPA"
"3708","PDP1","CEBPA"
"3709","BAX","CEBPA"
"3710","TK1","CEBPA"
"3711","TAF9","CEBPA"
"3712","RUVBL2","CEBPA"
"3713","HMGA1","CEBPA"
"3714","KAT5","CEBPA"
"3715","ENO1","CEBPA"
"3716","CDC25A","CEBPA"
"3717","E2F3","CEBPA"
"3718","PRDX3","CEBPA"
"3719","ODC1","CEBPA"
"3720","PTMA","CEBPA"
"3721","SNAI1","CEBPA"
"3722","KAT2A","CEBPA"
"3723","SERPINI1","CEBPA"
"3724","HSP90AA1","CEBPA"
"3725","MMP9","CEBPA"
"3726","LIN28B","CEBPA"
"3727","NME1","CEBPA"
"3728","TERT","CEBPA"
"3729","RPL11","CEBPA"
"3730","PIM1","CEBPA"
"3731","TAF10","CEBPA"
"3732","RUVBL1","CEBPA"
"3733","BMI1","CEBPA"
"3734","SLC2A1","CEBPA"
"3735","TAF12","CEBPA"
"3736","BIRC5","CEBPA"
"3737","BCAT1","CEBPA"
"3738","KIR3DL1","CEBPA"
"3739","SUPT7L","CEBPA"
"3740","LDHA","CEBPA"
"3741","TRRAP","CEBPA"
"3742","IREB2","CEBPA"
"3743","TP53","CEBPA"
"3744","CAD","CEBPA"
"3745","MTDH","CEBPA"
"3746","FOSL1","CEBPA"
"3747","GPAM","CEBPA"
"3748","GAPDH","CEBPA"
"3749","HSPA4","CEBPA"
"3750","SUPT3H","CEBPA"
"3751","POLR3D","CEBPA"
"3752","SHMT1","CEBPA"
"3753","CREBBP","CEBPA"
"3754","CCND2","CEBPA"
"3755","PEG10","CEBPA"
"3756","EIF4G1","CEBPA"
"3757","NBN","CEBPA"
"3758","MYCT1","CEBPA"
"3759","PDCD10","CEBPA"
"3760","MINA","CEBPA"
"3761","NDUFAF2","CEBPA"
"3762","PMAIP1","CEBPA"
"3763","HUWE1","CEBPA"
"3764","ACTL6A","CEBPA"
"3765","RCC1","CEBPA"
"3766","NME2","CEBPA"
"3767","CCNB1","CEBPA"
"3768","CDCA7","CEBPA"
"3769","UBTF","CEBPA"
"3770","TFRC","CEBPA"
"3771","EIF4A1","CEBPA"
"3772","EIF4E","CEBPA"
"3773","MTA1","CEBPA"
"3774","EIF2S1","CEBPA"
"3775","NDUFAF4","CEBPA"
"3776","NOC4L","CEBPA"
"3777","WDR43","CEBPA"
"3778","TBRG4","CEBPA"
"3779","NIP7","CEBPA"
"3780","BYSL","CEBPA"
"3781","PLK4","CEBPA"
"3782","PPAN","CEBPA"
"3783","RRP12","CEBPA"
"3784","PPRC1","CEBPA"
"3785","MCM5","CEBPA"
"3786","CBX3","CEBPA"
"3787","PLK1","CEBPA"
"3788","MCM4","CEBPA"
"3789","PRMT3","CEBPA"
"3790","LAS1L","CEBPA"
"3791","PUS1","CEBPA"
"3792","HSPE1","CEBPA"
"3793","DCTPP1","CEBPA"
"3794","GRWD1","CEBPA"
"3795","UNG","CEBPA"
"3796","MPHOSPH10","CEBPA"
"3797","ATP2B4","CCL5"
"3798","EMP1","CCL5"
"3799","PTRH2","CCL5"
"3800","TUBA1A","CCL5"
"3801","NGFR","CCL5"
"3802","ADAMTS15","CCL5"
"3803","DGKA","CCL5"
"3804","C12orf66","CCL5"
"3805","LSG1","CCL5"
"3806","CIRH1A","CCL5"
"3807","ZBED2","CCL5"
"3808","UBE2D4","CCL5"
"3809","RABEPK","CCL5"
"3810","BCS1L","CCL5"
"3811","ACSS2","CCL5"
"3812","CDK4","CCL5"
"3813","RHBDF1","CCL5"
"3814","HK2","CCL5"
"3815","RUNX1","CCL5"
"3816","PFKM","CCL5"
"3817","AIMP2","CCL5"
"3818","LOC646762","CCL5"
"3819","ERVMER341","CCL5"
"3820","SFXN4","CCL5"
"3821","SLC19A1","CCL5"
"3822","MYBBP1A","CCL5"
"3823","HIST1H2AC","CCL5"
"3824","TGM1","CCL5"
"3825","ADAM8","CCL5"
"3826","NOLC1","CCL5"
"3827","FGD6","CCL5"
"3828","CCDC137","CCL5"
"3829","FGF11","CCL5"
"3830","CYTH2","CCL5"
"3831","HSPD1","CCL5"
"3832","PNPT1","CCL5"
"3833","FLJ10661","CCL5"
"3834","DCAF4","CCL5"
"3835","DHODH","CCL5"
"3836","TGM2","CCL5"
"3837","COL5A1","CCL5"
"3838","IRF9","CCL5"
"3839","IPO4","CCL5"
"3840","TNFAIP2","CCL5"
"3841","TRMT1","CCL5"
"3842","MCOLN2","CCL5"
"3843","TCOF1","CCL5"
"3844","GPD1L","CCL5"
"3845","IMP4","CCL5"
"3846","PCOLCE2","CCL5"
"3847","FLAD1","CCL5"
"3848","NOP56","CCL5"
"3849","NFKB2","CCL5"
"3850","OSBP2","CCL5"
"3851","AKAP12","CCL5"
"3852","C1orf51","CCL5"
"3853","SPTAN1","CCL5"
"3854","ALS2CL","CCL5"
"3855","PMM2","CCL5"
"3856","RNF213","CCL5"
"3857","PHB","CCL5"
"3858","C11orf48","CCL5"
"3859","HSPA6","CCL5"
"3860","PA2G4","CCL5"
"3861","RRP9","CCL5"
"3862","DDAH2","CCL5"
"3863","DDX26B","CCL5"
"3864","NLE1","CCL5"
"3865","KCNQ5","CCL5"
"3866","DDX28","CCL5"
"3867","STMN3","CCL5"
"3868","DDX10","CCL5"
"3869","SORD","CCL5"
"3870","UTP20","CCL5"
"3871","TINF2","CCL5"
"3872","TMEM97","CCL5"
"3873","ZNF667","CCL5"
"3874","TTLL12","CCL5"
"3875","DAB2","CCL5"
"3876","OR2A4","CCL5"
"3877","PRR5","CCL5"
"3878","MEG3","CCL5"
"3879","FAM195A","CCL5"
"3880","BID","CCL5"
"3881","XPO5","CCL5"
"3882","TRIOBP","CCL5"
"3883","PLAU","CCL5"
"3884","PLEKHG2","CCL5"
"3885","KIAA1609","CCL5"
"3886","FAM86B1","CCL5"
"3887","MKNK1","CCL5"
"3888","CDK2","CCL5"
"3889","PLEC","CCL5"
"3890","COL1A1","CCL5"
"3891","MAP3K6","CCL5"
"3892","UBIAD1","CCL5"
"3893","ERBB3","CCL5"
"3894","FARSA","CCL5"
"3895","DTX2P1UPK3BP1PMS2P11","CCL5"
"3896","AGPAT5","CCL5"
"3897","PLD6","CCL5"
"3898","ARNTL","CCL5"
"3899","SLC6A8","CCL5"
"3900","FAM168A","CCL5"
"3901","LOC730755","CCL5"
"3902","SMTN","CCL5"
"3903","ABCC3","CCL5"
"3904","PHF1","CCL5"
"3905","NDE1","CCL5"
"3906","DHRS1","CCL5"
"3907","KHNYN","CCL5"
"3908","EPS8L1","CCL5"
"3909","ANGEL1","CCL5"
"3910","GPR110","CCL5"
"3911","COL8A2","CCL5"
"3912","SORL1","CCL5"
"3913","ANAPC1","CCL5"
"3914","SESTD1","CCL5"
"3915","RPP40","CCL5"
"3916","FGFBP1","CCL5"
"3917","NUFIP1","CCL5"
"3918","ERCC1","CCL5"
"3919","ALG3","CCL5"
"3920","MTMR11","CCL5"
"3921","CCNG2","CCL5"
"3922","NLRP1","CCL5"
"3923","ABL2","CCL5"
"3924","SRM","CCL5"
"3925","SCFD2","CCL5"
"3926","GNL3","CCL5"
"3927","GPATCH4","CCL5"
"3928","ALDH1B1","CCL5"
"3929","PAICS","CCL5"
"3930","NOL6","CCL5"
"3931","VMP1","CCL5"
"3932","NTF4","CCL5"
"3933","NCL","CCL5"
"3934","SLC12A8","CCL5"
"3935","HS6ST2","CCL5"
"3936","GPRC5A","CCL5"
"3937","NIT1","CCL5"
"3938","FAM193B","CCL5"
"3939","DUOX1","CCL5"
"3940","BOP1","CCL5"
"3941","MST1R","CCL5"
"3942","WSB1","CCL5"
"3943","GOLGA2","CCL5"
"3944","LTBP2","CCL5"
"3945","AHNAK","CCL5"
"3946","LINC00173","CCL5"
"3947","GEMIN5","CCL5"
"3948","PC","CCL5"
"3949","MICAL1","CCL5"
"3950","BEND3","CCL5"
"3951","MIR21","CCL5"
"3952","DUSP22","CCL5"
"3953","CGN","CCL5"
"3954","C10orf2","CCL5"
"3955","SUPV3L1","CCL5"
"3956","DIEXF","CCL5"
"3957","FCHSD1","CCL5"
"3958","VAMP1","CCL5"
"3959","YPEL3","CCL5"
"3960","CDCA8","CCL5"
"3961","TAF4B","CCL5"
"3962","CCDC78","CCL5"
"3963","FAM100A","CCL5"
"3964","NPM1","CCL5"
"3965","TFB2M","CCL5"
"3966","DKC1","CCL5"
"3967","PDLIM7","CCL5"
"3968","DUSP2","CCL5"
"3969","ARNTL2","CCL5"
"3970","PES1","CCL5"
"3971","SSH3","CCL5"
"3972","FARSB","CCL5"
"3973","C19orf48","CCL5"
"3974","C20orf27","CCL5"
"3975","WDR12","CCL5"
"3976","SERPINB1","CCL5"
"3977","MON1A","CCL5"
"3978","SMURF1","CCL5"
"3979","PCYOX1L","CCL5"
"3980","NRP1","CCL5"
"3981","SLC6A15","CCL5"
"3982","MRTO4","CCL5"
"3983","FAM86C1","CCL5"
"3984","ATIC","CCL5"
"3985","SLITRK6","CCL5"
"3986","B7H6","CCL5"
"3987","CCDC86","CCL5"
"3988","SLC29A2","CCL5"
"3989","SNHG1","CCL5"
"3990","LAMC2","CCL5"
"3991","DDX18","CCL5"
"3992","EXOSC5","CCL5"
"3993","ECE2","CCL5"
"3994","NOP16","CCL5"
"3995","WDR74","CCL5"
"3996","UTP14A","CCL5"
"3997","NOP2","CCL5"
"3998","METTL1","CCL5"
"3999","RCL1","CCL5"
"4000","PDP1","CCL5"
"4001","BAX","CCL5"
"4002","TK1","CCL5"
"4003","TAF9","CCL5"
"4004","RUVBL2","CCL5"
"4005","HMGA1","CCL5"
"4006","KAT5","CCL5"
"4007","ENO1","CCL5"
"4008","CDC25A","CCL5"
"4009","E2F3","CCL5"
"4010","PRDX3","CCL5"
"4011","ODC1","CCL5"
"4012","PTMA","CCL5"
"4013","SNAI1","CCL5"
"4014","KAT2A","CCL5"
"4015","SERPINI1","CCL5"
"4016","HSP90AA1","CCL5"
"4017","MMP9","CCL5"
"4018","LIN28B","CCL5"
"4019","NME1","CCL5"
"4020","TERT","CCL5"
"4021","RPL11","CCL5"
"4022","PIM1","CCL5"
"4023","TAF10","CCL5"
"4024","RUVBL1","CCL5"
"4025","BMI1","CCL5"
"4026","SLC2A1","CCL5"
"4027","TAF12","CCL5"
"4028","BIRC5","CCL5"
"4029","BCAT1","CCL5"
"4030","KIR3DL1","CCL5"
"4031","SUPT7L","CCL5"
"4032","LDHA","CCL5"
"4033","TRRAP","CCL5"
"4034","IREB2","CCL5"
"4035","TP53","CCL5"
"4036","CAD","CCL5"
"4037","MTDH","CCL5"
"4038","FOSL1","CCL5"
"4039","GPAM","CCL5"
"4040","GAPDH","CCL5"
"4041","HSPA4","CCL5"
"4042","SUPT3H","CCL5"
"4043","POLR3D","CCL5"
"4044","SHMT1","CCL5"
"4045","CREBBP","CCL5"
"4046","CCND2","CCL5"
"4047","PEG10","CCL5"
"4048","EIF4G1","CCL5"
"4049","NBN","CCL5"
"4050","MYCT1","CCL5"
"4051","PDCD10","CCL5"
"4052","MINA","CCL5"
"4053","NDUFAF2","CCL5"
"4054","PMAIP1","CCL5"
"4055","HUWE1","CCL5"
"4056","ACTL6A","CCL5"
"4057","RCC1","CCL5"
"4058","NME2","CCL5"
"4059","CCNB1","CCL5"
"4060","CDCA7","CCL5"
"4061","UBTF","CCL5"
"4062","TFRC","CCL5"
"4063","EIF4A1","CCL5"
"4064","EIF4E","CCL5"
"4065","MTA1","CCL5"
"4066","EIF2S1","CCL5"
"4067","NDUFAF4","CCL5"
"4068","NOC4L","CCL5"
"4069","WDR43","CCL5"
"4070","TBRG4","CCL5"
"4071","NIP7","CCL5"
"4072","BYSL","CCL5"
"4073","PLK4","CCL5"
"4074","PPAN","CCL5"
"4075","RRP12","CCL5"
"4076","PPRC1","CCL5"
"4077","MCM5","CCL5"
"4078","CBX3","CCL5"
"4079","PLK1","CCL5"
"4080","MCM4","CCL5"
"4081","PRMT3","CCL5"
"4082","LAS1L","CCL5"
"4083","PUS1","CCL5"
"4084","HSPE1","CCL5"
"4085","DCTPP1","CCL5"
"4086","GRWD1","CCL5"
"4087","UNG","CCL5"
"4088","MPHOSPH10","CCL5"
"4089","ATP2B4","CSDE1"
"4090","EMP1","CSDE1"
"4091","PTRH2","CSDE1"
"4092","TUBA1A","CSDE1"
"4093","NGFR","CSDE1"
"4094","ADAMTS15","CSDE1"
"4095","DGKA","CSDE1"
"4096","C12orf66","CSDE1"
"4097","LSG1","CSDE1"
"4098","CIRH1A","CSDE1"
"4099","ZBED2","CSDE1"
"4100","UBE2D4","CSDE1"
"4101","RABEPK","CSDE1"
"4102","BCS1L","CSDE1"
"4103","ACSS2","CSDE1"
"4104","CDK4","CSDE1"
"4105","RHBDF1","CSDE1"
"4106","HK2","CSDE1"
"4107","RUNX1","CSDE1"
"4108","PFKM","CSDE1"
"4109","AIMP2","CSDE1"
"4110","LOC646762","CSDE1"
"4111","ERVMER341","CSDE1"
"4112","SFXN4","CSDE1"
"4113","SLC19A1","CSDE1"
"4114","MYBBP1A","CSDE1"
"4115","HIST1H2AC","CSDE1"
"4116","TGM1","CSDE1"
"4117","ADAM8","CSDE1"
"4118","NOLC1","CSDE1"
"4119","FGD6","CSDE1"
"4120","CCDC137","CSDE1"
"4121","FGF11","CSDE1"
"4122","CYTH2","CSDE1"
"4123","HSPD1","CSDE1"
"4124","PNPT1","CSDE1"
"4125","FLJ10661","CSDE1"
"4126","DCAF4","CSDE1"
"4127","DHODH","CSDE1"
"4128","TGM2","CSDE1"
"4129","COL5A1","CSDE1"
"4130","IRF9","CSDE1"
"4131","IPO4","CSDE1"
"4132","TNFAIP2","CSDE1"
"4133","TRMT1","CSDE1"
"4134","MCOLN2","CSDE1"
"4135","TCOF1","CSDE1"
"4136","GPD1L","CSDE1"
"4137","IMP4","CSDE1"
"4138","PCOLCE2","CSDE1"
"4139","FLAD1","CSDE1"
"4140","NOP56","CSDE1"
"4141","NFKB2","CSDE1"
"4142","OSBP2","CSDE1"
"4143","AKAP12","CSDE1"
"4144","C1orf51","CSDE1"
"4145","SPTAN1","CSDE1"
"4146","ALS2CL","CSDE1"
"4147","PMM2","CSDE1"
"4148","RNF213","CSDE1"
"4149","PHB","CSDE1"
"4150","C11orf48","CSDE1"
"4151","HSPA6","CSDE1"
"4152","PA2G4","CSDE1"
"4153","RRP9","CSDE1"
"4154","DDAH2","CSDE1"
"4155","DDX26B","CSDE1"
"4156","NLE1","CSDE1"
"4157","KCNQ5","CSDE1"
"4158","DDX28","CSDE1"
"4159","STMN3","CSDE1"
"4160","DDX10","CSDE1"
"4161","SORD","CSDE1"
"4162","UTP20","CSDE1"
"4163","TINF2","CSDE1"
"4164","TMEM97","CSDE1"
"4165","ZNF667","CSDE1"
"4166","TTLL12","CSDE1"
"4167","DAB2","CSDE1"
"4168","OR2A4","CSDE1"
"4169","PRR5","CSDE1"
"4170","MEG3","CSDE1"
"4171","FAM195A","CSDE1"
"4172","BID","CSDE1"
"4173","XPO5","CSDE1"
"4174","TRIOBP","CSDE1"
"4175","PLAU","CSDE1"
"4176","PLEKHG2","CSDE1"
"4177","KIAA1609","CSDE1"
"4178","FAM86B1","CSDE1"
"4179","MKNK1","CSDE1"
"4180","CDK2","CSDE1"
"4181","PLEC","CSDE1"
"4182","COL1A1","CSDE1"
"4183","MAP3K6","CSDE1"
"4184","UBIAD1","CSDE1"
"4185","ERBB3","CSDE1"
"4186","FARSA","CSDE1"
"4187","DTX2P1UPK3BP1PMS2P11","CSDE1"
"4188","AGPAT5","CSDE1"
"4189","PLD6","CSDE1"
"4190","ARNTL","CSDE1"
"4191","SLC6A8","CSDE1"
"4192","FAM168A","CSDE1"
"4193","LOC730755","CSDE1"
"4194","SMTN","CSDE1"
"4195","ABCC3","CSDE1"
"4196","PHF1","CSDE1"
"4197","NDE1","CSDE1"
"4198","DHRS1","CSDE1"
"4199","KHNYN","CSDE1"
"4200","EPS8L1","CSDE1"
"4201","ANGEL1","CSDE1"
"4202","GPR110","CSDE1"
"4203","COL8A2","CSDE1"
"4204","SORL1","CSDE1"
"4205","ANAPC1","CSDE1"
"4206","SESTD1","CSDE1"
"4207","RPP40","CSDE1"
"4208","FGFBP1","CSDE1"
"4209","NUFIP1","CSDE1"
"4210","ERCC1","CSDE1"
"4211","ALG3","CSDE1"
"4212","MTMR11","CSDE1"
"4213","CCNG2","CSDE1"
"4214","NLRP1","CSDE1"
"4215","ABL2","CSDE1"
"4216","SRM","CSDE1"
"4217","SCFD2","CSDE1"
"4218","GNL3","CSDE1"
"4219","GPATCH4","CSDE1"
"4220","ALDH1B1","CSDE1"
"4221","PAICS","CSDE1"
"4222","NOL6","CSDE1"
"4223","VMP1","CSDE1"
"4224","NTF4","CSDE1"
"4225","NCL","CSDE1"
"4226","SLC12A8","CSDE1"
"4227","HS6ST2","CSDE1"
"4228","GPRC5A","CSDE1"
"4229","NIT1","CSDE1"
"4230","FAM193B","CSDE1"
"4231","DUOX1","CSDE1"
"4232","BOP1","CSDE1"
"4233","MST1R","CSDE1"
"4234","WSB1","CSDE1"
"4235","GOLGA2","CSDE1"
"4236","LTBP2","CSDE1"
"4237","AHNAK","CSDE1"
"4238","LINC00173","CSDE1"
"4239","GEMIN5","CSDE1"
"4240","PC","CSDE1"
"4241","MICAL1","CSDE1"
"4242","BEND3","CSDE1"
"4243","MIR21","CSDE1"
"4244","DUSP22","CSDE1"
"4245","CGN","CSDE1"
"4246","C10orf2","CSDE1"
"4247","SUPV3L1","CSDE1"
"4248","DIEXF","CSDE1"
"4249","FCHSD1","CSDE1"
"4250","VAMP1","CSDE1"
"4251","YPEL3","CSDE1"
"4252","CDCA8","CSDE1"
"4253","TAF4B","CSDE1"
"4254","CCDC78","CSDE1"
"4255","FAM100A","CSDE1"
"4256","NPM1","CSDE1"
"4257","TFB2M","CSDE1"
"4258","DKC1","CSDE1"
"4259","PDLIM7","CSDE1"
"4260","DUSP2","CSDE1"
"4261","ARNTL2","CSDE1"
"4262","PES1","CSDE1"
"4263","SSH3","CSDE1"
"4264","FARSB","CSDE1"
"4265","C19orf48","CSDE1"
"4266","C20orf27","CSDE1"
"4267","WDR12","CSDE1"
"4268","SERPINB1","CSDE1"
"4269","MON1A","CSDE1"
"4270","SMURF1","CSDE1"
"4271","PCYOX1L","CSDE1"
"4272","NRP1","CSDE1"
"4273","SLC6A15","CSDE1"
"4274","MRTO4","CSDE1"
"4275","FAM86C1","CSDE1"
"4276","ATIC","CSDE1"
"4277","SLITRK6","CSDE1"
"4278","B7H6","CSDE1"
"4279","CCDC86","CSDE1"
"4280","SLC29A2","CSDE1"
"4281","SNHG1","CSDE1"
"4282","LAMC2","CSDE1"
"4283","DDX18","CSDE1"
"4284","EXOSC5","CSDE1"
"4285","ECE2","CSDE1"
"4286","NOP16","CSDE1"
"4287","WDR74","CSDE1"
"4288","UTP14A","CSDE1"
"4289","NOP2","CSDE1"
"4290","METTL1","CSDE1"
"4291","RCL1","CSDE1"
"4292","PDP1","CSDE1"
"4293","BAX","CSDE1"
"4294","TK1","CSDE1"
"4295","TAF9","CSDE1"
"4296","RUVBL2","CSDE1"
"4297","HMGA1","CSDE1"
"4298","KAT5","CSDE1"
"4299","ENO1","CSDE1"
"4300","CDC25A","CSDE1"
"4301","E2F3","CSDE1"
"4302","PRDX3","CSDE1"
"4303","ODC1","CSDE1"
"4304","PTMA","CSDE1"
"4305","SNAI1","CSDE1"
"4306","KAT2A","CSDE1"
"4307","SERPINI1","CSDE1"
"4308","HSP90AA1","CSDE1"
"4309","MMP9","CSDE1"
"4310","LIN28B","CSDE1"
"4311","NME1","CSDE1"
"4312","TERT","CSDE1"
"4313","RPL11","CSDE1"
"4314","PIM1","CSDE1"
"4315","TAF10","CSDE1"
"4316","RUVBL1","CSDE1"
"4317","BMI1","CSDE1"
"4318","SLC2A1","CSDE1"
"4319","TAF12","CSDE1"
"4320","BIRC5","CSDE1"
"4321","BCAT1","CSDE1"
"4322","KIR3DL1","CSDE1"
"4323","SUPT7L","CSDE1"
"4324","LDHA","CSDE1"
"4325","TRRAP","CSDE1"
"4326","IREB2","CSDE1"
"4327","TP53","CSDE1"
"4328","CAD","CSDE1"
"4329","MTDH","CSDE1"
"4330","FOSL1","CSDE1"
"4331","GPAM","CSDE1"
"4332","GAPDH","CSDE1"
"4333","HSPA4","CSDE1"
"4334","SUPT3H","CSDE1"
"4335","POLR3D","CSDE1"
"4336","SHMT1","CSDE1"
"4337","CREBBP","CSDE1"
"4338","CCND2","CSDE1"
"4339","PEG10","CSDE1"
"4340","EIF4G1","CSDE1"
"4341","NBN","CSDE1"
"4342","MYCT1","CSDE1"
"4343","PDCD10","CSDE1"
"4344","MINA","CSDE1"
"4345","NDUFAF2","CSDE1"
"4346","PMAIP1","CSDE1"
"4347","HUWE1","CSDE1"
"4348","ACTL6A","CSDE1"
"4349","RCC1","CSDE1"
"4350","NME2","CSDE1"
"4351","CCNB1","CSDE1"
"4352","CDCA7","CSDE1"
"4353","UBTF","CSDE1"
"4354","TFRC","CSDE1"
"4355","EIF4A1","CSDE1"
"4356","EIF4E","CSDE1"
"4357","MTA1","CSDE1"
"4358","EIF2S1","CSDE1"
"4359","NDUFAF4","CSDE1"
"4360","NOC4L","CSDE1"
"4361","WDR43","CSDE1"
"4362","TBRG4","CSDE1"
"4363","NIP7","CSDE1"
"4364","BYSL","CSDE1"
"4365","PLK4","CSDE1"
"4366","PPAN","CSDE1"
"4367","RRP12","CSDE1"
"4368","PPRC1","CSDE1"
"4369","MCM5","CSDE1"
"4370","CBX3","CSDE1"
"4371","PLK1","CSDE1"
"4372","MCM4","CSDE1"
"4373","PRMT3","CSDE1"
"4374","LAS1L","CSDE1"
"4375","PUS1","CSDE1"
"4376","HSPE1","CSDE1"
"4377","DCTPP1","CSDE1"
"4378","GRWD1","CSDE1"
"4379","UNG","CSDE1"
"4380","MPHOSPH10","CSDE1"
"4381","ATP2B4","FTH1"
"4382","EMP1","FTH1"
"4383","PTRH2","FTH1"
"4384","TUBA1A","FTH1"
"4385","NGFR","FTH1"
"4386","ADAMTS15","FTH1"
"4387","DGKA","FTH1"
"4388","C12orf66","FTH1"
"4389","LSG1","FTH1"
"4390","CIRH1A","FTH1"
"4391","ZBED2","FTH1"
"4392","UBE2D4","FTH1"
"4393","RABEPK","FTH1"
"4394","BCS1L","FTH1"
"4395","ACSS2","FTH1"
"4396","CDK4","FTH1"
"4397","RHBDF1","FTH1"
"4398","HK2","FTH1"
"4399","RUNX1","FTH1"
"4400","PFKM","FTH1"
"4401","AIMP2","FTH1"
"4402","LOC646762","FTH1"
